"ChargeID","CastID","CC","ChargeRoute"
"1","1","22","0-3-4-5"
"2","1","22","1-2-4-5"
"3","1","22","1-2-3-4-5"
"4","1","22","0-1-2-3-4-5"
"5","1","22","0-2-3-4-5"
"6","1","22","1-3-4-5"
"7","2","22","0-1-2-4-5"
"8","2","22","0-1-2-3-4-5"
"9","2","22","0-1-4-5"
"10","2","22","1-2-3-4-5"
"11","2","22","0-1-2-3-4-5"
"12","2","22","0-3-4-5"
"13","3","22","0-1-2-3-4-5"
"14","3","22","2-3-4-5"
"15","3","22","0-1-4-5"
"16","3","22","0-4-5"
"17","3","22","0-2-3-4-5"
"18","3","22","0-1-3-4-5"
"19","4","22","1-4-5"
"20","4","22","1-2-4-5"
"21","4","22","0-1-2-3-4-5"
"22","4","22","0-1-2-4-5"
"23","4","22","0-1-3-5"
"24","4","22","0-1-3-4-5"
"25","5","23","0-1-4-5"
"26","5","23","0-1-2-5"
"27","5","23","1-2-4-5"
"28","5","23","1-2-3-4-5"
"29","5","23","1-2-3-5"
"30","5","23","0-1-2-5"
"31","6","23","0-2-3-4-5"
"32","6","23","0-1-4-5"
"33","6","23","0-1-2-3-5"
"34","6","23","0-1-2-3-4-5"
"35","6","23","0-1-4-5"
"36","6","23","0-1-2-3-4-5"
"37","7","23","0-1-2-3-4-5"
"38","7","23","0-1-2-3-4-5"
"39","7","23","1-3-4-5"
"40","7","23","1-2-5"
"41","7","23","0-1-2-3-4-5"
"42","7","23","0-1-3-5"
"43","8","23","0-2-3-4-5"
"44","8","23","0-2-4-5"
"45","8","23","1-2-3-5"
"46","8","23","0-1-2-5"
"47","8","23","0-1-2-5"
"48","8","23","2-3-5"
"49","9","24","0-1-4-5"
"50","9","24","0-1-3-4-5"
"51","9","24","1-3-4-5"
"52","9","24","0-2-3-5"
"53","9","24","0-1-2-3-4-5"
"54","9","24","0-1-2-3-5"
"55","10","24","3-4-5"
"56","10","24","0-1-2-3-5"
"57","10","24","0-1-2-3-4-5"
"58","10","24","0-1-3-5"
"59","10","24","0-1-2-4-5"
"60","10","24","0-1-2-4-5"
"61","11","24","0-1-2-3-4-5"
"62","11","24","0-1-2-3-5"
"63","11","24","3-4-5"
"64","11","24","0-1-2-3-4-5"
"65","11","24","1-3-4-5"
"66","11","24","0-4-5"
"67","12","24","0-2-3-4-5"
"68","12","24","0-2-3-4-5"
"69","12","24","0-1-2-4-5"
"70","12","24","1-2-4-5"
"71","12","24","0-1-3-4-5"
"72","12","24","3-4-5"
"73","13","25","0-1-3-4-5"
"74","13","25","0-2-3-5"
"75","13","25","0-1-3-4-5"
"76","13","25","0-1-2-3-4-5"
"77","13","25","0-2-5"
"78","13","25","0-1-2-4-5"
"79","14","25","0-1-2-5"
"80","14","25","0-1-2-3-4-5"
"81","14","25","1-4-5"
"82","14","25","3-4-5"
"83","14","25","1-3-4-5"
"84","14","25","0-2-3-4-5"
"85","15","25","0-1-2-3-4-5"
"86","15","25","1-2-5"
"87","15","25","1-4-5"
"88","15","25","1-4-5"
"89","15","25","3-4-5"
"90","15","25","0-4-5"
"91","16","25","0-1-2-3-5"
"92","16","25","0-1-2-3-5"
"93","16","25","0-1-2-3-4-5"
"94","16","25","0-3-4-5"
"95","16","25","1-3-4-5"
