"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","26","35","43"
"0","11","30","35","41"
"0","12","46","49","52"
"0","13","28","32","38"
"0","16","29","39","43"
"0","17","19","20","25"
"0","18","28","33","35"
"0","19","37","41","49"
"0","2","40","43","45"
"0","21","28","38","39"
"0","23","45","49","53"
"0","24","27","36","43"
"0","27","30","38","47"
"0","29","36","37","46"
"0","3","25","33","36"
"0","31","27","35","41"
"0","32","35","39","47"
"0","33","25","26","35"
"0","34","43","50","53"
"0","35","40","41","50"
"0","36","33","38","47"
"0","38","31","32","35"
"0","39","36","43","49"
"0","4","36","42","44"
"0","40","23","25","31"
"0","42","43","44","49"
"0","43","24","34","42"
"0","45","17","22","25"
"0","46","28","33","37"
"0","49","23","27","30"
"0","5","34","38","45"
"0","50","24","27","33"
"0","53","15","20","21"
"0","55","28","29","37"
"0","57","33","40","42"
"0","59","34","44","46"
"0","60","35","43","46"
"0","61","20","29","38"
"0","62","22","26","36"
"0","63","27","28","36"
"0","66","22","31","41"
"0","67","42","43","48"
"0","68","26","34","36"
"0","69","34","35","36"
"0","71","36","43","52"
"0","72","19","21","22"
"0","74","37","40","50"
"0","76","23","32","38"
"0","77","35","43","50"
"0","79","42","44","50"
"0","8","17","21","30"
"0","80","24","30","38"
"0","82","42","47","49"
"0","83","21","23","24"
"0","84","38","43","46"
"0","86","13","21","24"
"0","87","36","41","46"
"0","88","17","21","26"
"0","90","14","24","31"
"1","1","32","42","45"
"1","15","37","43","51"
"1","17","13","20","25"
"1","18","30","36","42"
"1","19","38","47","48"
"1","22","20","29","31"
"1","23","40","45","52"
"1","24","44","49","55"
"1","25","18","28","36"
"1","26","25","27","33"
"1","27","25","27","33"
"1","29","47","50","53"
"1","30","14","24","32"
"1","31","42","50","59"
"1","32","38","42","43"
"1","34","15","25","33"
"1","35","23","33","42"
"1","38","48","49","57"
"1","39","40","46","53"
"1","4","29","36","44"
"1","41","36","38","47"
"1","42","45","46","49"
"1","43","30","32","37"
"1","44","30","32","36"
"1","45","33","41","50"
"1","46","18","25","33"
"1","47","33","39","48"
"1","5","21","27","32"
"1","50","36","45","49"
"1","51","27","29","30"
"1","52","42","47","52"
"1","53","29","36","38"
