"ChargeID","CastID","CC","ChargeRoute"
"1","1","17","0-3-4"
"2","1","17","0-1-4"
"3","1","17","0-1-4"
"4","1","17","2-3-4"
"5","1","17","0-1-2-3-4"
"6","1","17","0-1-2-3-4"
"7","1","17","0-1-3-4"
"8","2","17","1-3-4"
"9","2","17","1-2-3-4"
"10","2","17","0-1-2-3-4"
"11","2","17","0-2-3-4"
"12","2","17","1-2-3-4"
"13","2","17","0-1-3-4"
"14","2","17","0-1-2-4"
"15","3","18","0-1-3-4"
"16","3","18","0-1-4"
"17","3","18","1-2-3-4"
"18","3","18","0-2-3-4"
"19","3","18","1-2-3-4"
"20","3","18","0-1-3-4"
"21","3","18","0-1-2-4"
"22","4","18","0-3-4"
"23","4","18","0-2-3-4"
"24","4","18","0-3-4"
"25","4","18","0-1-3-4"
"26","4","18","0-1-2-4"
"27","4","18","0-1-2-4"
"28","4","18","0-2-3-4"
"29","5","19","0-1-2-3-4"
"30","5","19","1-2-3-4"
"31","5","19","0-1-4"
"32","5","19","2-3-4"
"33","5","19","2-3-4"
"34","5","19","0-3-4"
"35","5","19","0-2-3-4"
"36","6","19","0-1-2-3-4"
"37","6","19","0-2-3-4"
"38","6","19","0-1-2-3-4"
"39","6","19","0-1-2-3-4"
"40","6","19","0-1-2-3-4"
"41","6","19","0-1-2-4"
"42","6","19","0-1-3-4"
"43","7","20","2-3-4"
"44","7","20","0-3-4"
"45","7","20","1-2-3-4"
"46","7","20","0-3-4"
"47","7","20","2-3-4"
"48","7","20","0-3-4"
"49","7","20","0-1-2-4"
"50","8","20","0-3-4"
"51","8","20","0-1-2-3-4"
"52","8","20","0-1-2-4"
"53","8","20","1-2-3-4"
"54","8","20","0-1-3-4"
"55","8","20","0-1-3-4"
"56","8","20","0-1-2-3-4"
"57","9","21","0-1-2-3-4"
"58","9","21","0-1-2-3-4"
"59","9","21","0-1-2-3-4"
"60","9","21","0-1-2-3-4"
"61","9","21","0-1-2-4"
"62","9","21","0-1-2-4"
"63","9","21","0-1-4"
"64","10","21","1-3-4"
"65","10","21","1-2-3-4"
"66","10","21","2-3-4"
"67","10","21","0-1-2-4"
"68","10","21","1-2-3-4"
"69","10","21","1-3-4"
