"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"17","1","50","53","61"
"17","10","38","42","51"
"17","11","44","51","54"
"17","12","49","57","67"
"17","13","49","51","54"
"17","14","47","49","52"
"17","2","31","41","47"
"17","3","41","42","50"
"17","4","42","49","54"
"17","5","38","44","51"
"17","6","45","47","55"
"17","7","41","47","57"
"17","8","32","42","44"
"17","9","56","57","62"
"18","15","45","46","54"
"18","16","46","53","62"
"18","17","48","54","63"
"18","18","41","49","57"
"18","19","54","60","69"
"18","20","48","56","60"
"18","21","52","58","62"
"18","22","44","48","54"
"18","23","41","43","53"
"18","24","46","55","61"
"18","25","44","49","52"
"18","26","42","50","60"
"18","27","48","55","62"
"18","28","40","47","55"
"19","29","46","56","63"
"19","30","44","48","57"
"19","31","34","43","48"
"19","32","39","48","50"
"19","33","45","53","62"
"19","34","34","41","46"
"19","35","53","57","62"
"19","36","59","60","67"
"19","37","51","55","59"
"19","38","48","51","56"
"19","39","55","59","69"
"19","40","52","57","61"
"19","41","53","56","59"
"19","42","49","50","56"
"20","43","44","53","59"
"20","44","38","43","53"
"20","45","54","58","64"
"20","46","38","42","48"
"20","47","53","56","58"
"20","48","50","51","54"
"20","49","40","46","47"
"20","50","50","60","62"
"20","51","42","44","48"
"20","52","36","45","54"
"20","53","41","43","47"
"20","54","48","56","65"
"20","55","55","56","64"
"20","56","41","44","50"
"21","57","46","48","52"
"21","58","55","56","61"
"21","59","40","48","57"
"21","60","32","41","50"
"21","61","30","40","45"
"21","62","43","49","51"
"21","63","42","52","62"
"21","64","46","50","60"
"21","65","34","41","49"
"21","66","39","40","41"
"21","67","39","45","48"
"21","68","49","56","62"
"21","69","50","57","61"
"21","70","49","54","58"
