"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","45","48","56"
"0","10","30","36","38"
"0","11","38","42","47"
"0","12","21","29","38"
"0","13","19","27","35"
"0","14","31","35","42"
"0","15","44","47","54"
"0","16","39","42","48"
"0","18","29","34","43"
"0","19","45","48","51"
"0","2","46","47","53"
"0","20","27","33","35"
"0","23","40","49","57"
"0","24","41","44","54"
"0","25","38","41","49"
"0","26","17","22","30"
"0","27","47","49","53"
"0","28","24","30","34"
"0","29","23","30","38"
"0","31","36","40","48"
"0","32","39","45","52"
"0","33","40","50","52"
"0","34","25","27","33"
"0","35","31","38","39"
"0","36","37","41","45"
"0","38","38","44","50"
"0","39","30","31","41"
"0","4","21","31","41"
"0","40","41","46","55"
"0","41","43","46","51"
"0","42","33","43","50"
"0","5","22","32","35"
"0","6","29","38","48"
"0","7","15","21","29"
"0","8","38","40","43"
"0","9","25","28","33"
"1","1","39","47","50"
"1","10","27","34","44"
"1","11","11","20","21"
"1","12","21","31","41"
"1","13","26","35","43"
"1","14","37","45","47"
"1","16","36","37","44"
"1","19","22","32","39"
"1","20","20","29","37"
"1","21","28","36","46"
"1","24","41","46","47"
"1","25","39","42","44"
"1","26","23","31","35"
"1","27","33","37","41"
"1","28","43","46","54"
"1","3","30","35","39"
"1","30","23","25","35"
"1","31","41","42","47"
"1","32","19","27","28"
"1","33","44","48","58"
"1","34","26","36","39"
"1","36","32","37","41"
"1","38","27","30","36"
"1","4","25","34","36"
"1","41","42","43","49"
"1","42","27","28","30"
"1","5","22","30","35"
"1","7","33","34","44"
"1","8","44","46","53"
"1","9","35","41","50"
"2","1","37","44","52"
"2","10","39","44","47"
"2","11","39","45","55"
"2","14","33","42","50"
"2","15","18","24","30"
"2","16","15","23","26"
"2","17","28","32","39"
"2","18","23","30","40"
"2","19","33","40","50"
"2","2","36","43","51"
"2","22","31","37","39"
"2","23","15","21","23"
"2","25","19","21","22"
"2","27","17","27","36"
"2","28","18","27","34"
"2","29","30","40","42"
"2","30","38","42","52"
"2","31","28","29","36"
"2","32","44","48","57"
"2","37","12","21","23"
"2","38","15","21","24"
"2","39","25","35","38"
"2","4","22","29","38"
"2","40","33","34","36"
"2","41","18","27","31"
"2","42","28","32","35"
"2","8","48","50","52"
"2","9","27","36","42"
"3","1","19","23","32"
"3","11","20","28","34"
"3","12","25","30","35"
"3","13","36","39","47"
"3","14","23","28","31"
"3","15","35","43","44"
"3","16","27","30","31"
"3","17","15","25","28"
"3","19","36","39","48"
"3","2","29","30","37"
"3","20","35","42","48"
"3","21","21","30","37"
"3","22","11","20","30"
"3","23","21","25","26"
"3","24","28","32","36"
"3","25","34","41","48"
"3","26","27","29","31"
"3","27","45","49","50"
"3","28","37","45","49"
"3","29","31","41","43"
"3","3","29","32","36"
"3","30","21","25","26"
"3","32","14","24","25"
"3","33","32","41","43"
"3","34","37","39","40"
"3","35","11","20","25"
"3","37","13","21","31"
"3","38","22","25","30"
"3","39","37","44","45"
"3","4","39","46","48"
"3","41","28","30","37"
"3","5","32","41","44"
"3","6","43","47","52"
"3","7","20","25","34"
"3","8","39","46","51"
"3","9","27","33","39"
"4","1","39","44","49"
"4","10","18","22","23"
"4","11","27","34","39"
"4","12","37","46","49"
"4","13","44","50","54"
"4","14","48","49","54"
"4","15","24","29","33"
"4","17","42","48","55"
"4","18","18","28","37"
"4","19","27","29","32"
"4","2","28","34","39"
"4","22","24","29","39"
"4","24","25","27","31"
"4","25","19","24","27"
"4","26","28","31","35"
"4","27","37","45","52"
"4","29","39","48","57"
"4","3","28","34","40"
"4","31","31","38","42"
"4","32","36","39","45"
"4","33","29","33","39"
"4","34","44","47","55"
"4","35","44","50","58"
"4","36","43","44","46"
"4","37","23","28","38"
"4","39","26","36","37"
"4","4","22","26","29"
"4","6","17","20","27"
"4","8","43","44","49"
"4","9","44","47","52"
"5","1","24","32","42"
"5","11","17","27","36"
"5","12","37","39","44"
"5","13","37","45","53"
"5","15","38","45","46"
"5","16","42","50","59"
"5","18","25","34","44"
"5","2","34","41","43"
"5","20","37","42","50"
"5","21","13","21","25"
"5","22","37","47","57"
"5","23","35","45","52"
"5","24","33","38","45"
"5","27","20","21","25"
"5","3","17","27","36"
"5","30","39","40","44"
"5","31","23","33","42"
"5","34","35","42","50"
"5","36","27","34","38"
"5","37","31","41","46"
"5","38","32","38","45"
"5","39","44","46","53"
"5","4","37","42","50"
"5","40","40","42","48"
"5","5","32","37","39"
"5","6","37","41","48"
"5","8","27","34","35"
"5","9","45","46","51"
