"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"18","1","53","60","61"
"18","10","43","45","46"
"18","11","46","56","64"
"18","12","39","41","50"
"18","13","37","45","54"
"18","14","38","45","48"
"18","15","38","42","46"
"18","16","52","59","63"
"18","17","39","45","55"
"18","18","42","46","51"
"18","2","53","54","62"
"18","3","35","45","48"
"18","4","45","54","64"
"18","5","35","45","50"
"18","6","42","50","52"
"18","7","38","44","48"
"18","8","35","44","47"
"18","9","37","47","50"
"19","19","54","55","63"
"19","20","47","55","57"
"19","21","44","53","58"
"19","22","47","54","63"
"19","23","54","57","62"
"19","24","54","56","63"
"19","25","50","56","57"
"19","26","38","40","44"
"19","27","53","55","61"
"19","28","46","47","52"
"19","29","52","59","63"
"19","30","52","57","66"
"19","31","41","42","49"
"19","32","39","48","53"
"19","33","39","48","50"
"19","34","38","40","48"
"19","35","55","58","65"
"19","36","56","58","65"
"20","37","43","46","54"
"20","38","35","40","48"
"20","39","45","47","56"
"20","40","38","46","47"
"20","41","39","46","53"
"20","42","37","47","56"
"20","43","36","44","47"
"20","44","31","40","46"
"20","45","35","44","49"
"20","46","41","44","51"
"20","47","46","50","59"
"20","48","46","52","61"
"20","49","45","47","50"
"20","50","51","53","56"
"20","51","42","44","46"
"20","52","45","46","52"
"20","53","54","58","68"
"20","54","41","42","44"
"21","55","47","57","58"
"21","56","42","44","50"
"21","57","45","54","63"
"21","58","36","46","55"
"21","59","40","45","46"
"21","60","32","42","46"
"21","61","55","58","67"
"21","62","58","60","63"
"21","63","46","56","61"
"21","64","41","47","51"
"21","65","42","44","53"
"21","66","45","46","50"
"21","67","44","45","54"
"21","68","35","41","44"
"21","69","36","42","47"
"21","70","49","56","58"
"21","71","55","60","62"
"21","72","36","41","48"
