"ChargeID","CastID","CC","ChargeRoute"
"1","1","15","1-2-3"
"2","1","15","0-2-3"
"3","1","15","1-2-3"
"4","1","15","1-2-3"
"5","1","15","1-2-3"
"6","1","15","1-2-3"
"7","2","15","0-1-2-3"
"8","2","15","0-1-3"
"9","2","15","1-2-3"
"10","2","15","0-1-3"
"11","2","15","0-2-3"
"12","2","15","1-2-3"
"13","3","16","0-2-3"
"14","3","16","0-1-2-3"
"15","3","16","0-1-3"
"16","3","16","0-1-2-3"
"17","3","16","0-1-2-3"
"18","3","16","1-2-3"
"19","4","16","0-1-2-3"
"20","4","16","1-2-3"
"21","4","16","0-2-3"
"22","4","16","1-2-3"
"23","4","16","0-2-3"
"24","4","16","0-1-2-3"
"25","5","17","0-2-3"
"26","5","17","1-2-3"
"27","5","17","1-2-3"
"28","5","17","0-1-2-3"
"29","5","17","1-2-3"
"30","5","17","0-2-3"
"31","6","17","1-2-3"
"32","6","17","0-1-3"
"33","6","17","0-1-3"
"34","6","17","1-2-3"
"35","6","17","0-1-3"
