"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","25","29","35"
"0","10","25","28","37"
"0","11","43","48","55"
"0","12","31","39","46"
"0","14","16","25","29"
"0","17","14","24","30"
"0","18","15","24","25"
"0","19","41","42","48"
"0","21","27","34","36"
"0","22","15","24","25"
"0","24","34","41","42"
"0","25","30","37","45"
"0","26","37","38","44"
"0","27","41","44","53"
"0","28","21","30","36"
"0","3","18","24","31"
"0","31","10","20","30"
"0","32","16","25","32"
"0","33","21","22","24"
"0","34","27","31","32"
"0","37","27","29","35"
"0","38","25","31","34"
"0","4","28","31","41"
"0","40","20","28","35"
"0","42","17","23","24"
"0","44","36","44","54"
"0","45","36","39","48"
"0","48","25","34","44"
"0","49","17","21","23"
"0","5","14","21","22"
"0","50","33","43","45"
"0","51","25","34","35"
"0","52","21","29","39"
"0","55","28","37","43"
"0","56","30","32","42"
"0","6","42","46","51"
"0","8","37","38","41"
"1","1","35","40","46"
"1","10","37","45","46"
"1","11","29","30","32"
"1","12","40","46","49"
"1","13","44","49","59"
"1","15","47","50","60"
"1","17","32","42","46"
"1","18","17","26","33"
"1","19","27","29","36"
"1","2","13","20","27"
"1","20","32","35","37"
"1","21","25","31","41"
"1","23","35","39","41"
"1","25","21","27","32"
"1","26","45","48","53"
"1","28","21","30","31"
"1","3","46","48","51"
"1","30","19","28","37"
"1","31","17","27","35"
"1","32","28","30","33"
"1","33","41","43","48"
"1","34","31","38","46"
"1","35","25","35","37"
"1","36","27","32","38"
"1","38","38","40","45"
"1","39","17","24","30"
"1","4","17","22","31"
"1","40","17","22","30"
"1","41","27","37","38"
"1","42","17","24","33"
"1","43","27","28","31"
"1","45","16","24","34"
"1","46","20","29","39"
"1","47","31","41","44"
"1","48","18","20","26"
"1","5","17","24","34"
"1","51","38","40","50"
"1","53","14","20","30"
"1","54","15","24","25"
"1","56","23","32","37"
"1","6","32","41","46"
"1","7","39","40","43"
"1","8","44","45","46"
"1","9","42","45","49"
"2","11","36","40","47"
"2","13","46","49","55"
"2","16","44","46","55"
"2","17","26","27","34"
"2","18","40","41","44"
"2","19","16","24","31"
"2","2","17","23","24"
"2","20","34","41","48"
"2","21","42","47","55"
"2","22","31","33","35"
"2","26","23","25","29"
"2","27","14","20","25"
"2","29","42","44","46"
"2","30","39","47","56"
"2","32","33","40","42"
"2","33","31","41","46"
"2","34","23","27","31"
"2","35","30","38","48"
"2","36","41","50","60"
"2","38","46","50","59"
"2","39","33","41","44"
"2","4","28","37","45"
"2","40","43","47","52"
"2","41","20","22","23"
"2","44","26","29","37"
"2","46","30","35","41"
"2","47","26","29","32"
"2","48","18","25","30"
"2","49","36","39","48"
"2","5","20","27","34"
"2","50","29","39","41"
"2","51","42","49","56"
"2","52","43","48","53"
"2","53","20","30","38"
"2","54","26","30","33"
"2","55","27","35","36"
"2","56","19","22","31"
"2","7","21","25","30"
"2","8","25","27","30"
"2","9","28","38","40"
"3","1","24","27","31"
"3","11","15","21","31"
"3","13","19","29","36"
"3","14","39","41","44"
"3","16","15","20","30"
"3","17","19","29","31"
"3","18","26","32","38"
"3","19","39","43","50"
"3","20","46","49","59"
"3","21","22","26","35"
"3","22","40","45","50"
"3","23","35","40","48"
"3","24","37","46","55"
"3","25","38","43","47"
"3","27","40","50","57"
"3","29","32","36","37"
"3","30","34","44","51"
"3","32","32","34","37"
"3","36","31","33","40"
"3","37","26","33","37"
"3","38","23","29","30"
"3","39","13","23","26"
"3","4","32","33","38"
"3","40","46","49","50"
"3","41","19","27","37"
"3","42","45","48","50"
"3","43","27","29","30"
"3","44","35","43","53"
"3","45","43","49","58"
"3","47","35","40","43"
"3","48","46","49","57"
"3","49","40","47","49"
"3","5","45","47","56"
"3","50","39","41","45"
"3","51","32","39","48"
"3","52","14","23","25"
"3","54","10","20","29"
"3","55","20","27","28"
"3","56","11","20","22"
"3","6","23","26","33"
"3","7","20","25","33"
"3","8","24","25","29"
"3","9","18","24","33"
"4","1","25","27","31"
"4","10","25","29","39"
"4","11","16","21","22"
"4","12","30","34","39"
"4","13","29","35","43"
"4","14","40","46","56"
"4","15","38","46","56"
"4","16","16","24","33"
"4","17","36","40","47"
"4","18","42","46","52"
"4","19","20","23","25"
"4","20","38","44","48"
"4","21","27","29","32"
"4","23","20","29","39"
"4","24","28","33","42"
"4","25","35","36","45"
"4","27","17","20","27"
"4","28","26","29","35"
"4","29","41","50","59"
"4","3","13","21","22"
"4","30","46","48","57"
"4","31","42","43","46"
"4","32","45","49","52"
"4","33","32","35","44"
"4","34","26","28","29"
"4","35","33","36","44"
"4","37","21","24","28"
"4","39","36","41","45"
"4","4","27","33","41"
"4","40","45","49","58"
"4","41","22","29","34"
"4","43","18","27","30"
"4","44","12","21","22"
"4","46","45","50","60"
"4","47","36","46","50"
"4","48","25","35","39"
"4","49","36","41","47"
"4","5","23","32","42"
"4","50","34","41","47"
"4","52","27","34","40"
"4","55","44","48","53"
"4","56","47","48","50"
"4","8","25","29","32"
