"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","11","16","25","31"
"0","13","22","29","33"
"0","14","20","23","31"
"0","16","44","45","51"
"0","18","47","48","58"
"0","2","38","41","43"
"0","20","34","36","46"
"0","23","22","29","36"
"0","25","37","44","47"
"0","27","10","20","30"
"0","28","21","28","33"
"0","29","19","25","33"
"0","30","25","32","41"
"0","31","40","45","55"
"0","32","18","23","25"
"0","33","31","34","37"
"0","35","18","23","26"
"0","36","27","31","40"
"0","37","44","48","53"
"0","39","20","25","33"
"0","40","18","23","28"
"0","41","47","48","52"
"0","42","37","43","49"
"0","43","41","48","56"
"0","45","44","46","54"
"0","47","43","45","47"
"0","48","18","27","29"
"0","49","35","39","45"
"0","50","19","21","31"
"0","52","26","29","33"
"0","55","40","44","50"
"0","56","40","41","44"
"0","58","28","36","46"
"0","59","32","41","42"
"0","60","27","33","34"
"0","62","29","31","39"
"0","63","18","25","34"
"0","65","36","44","45"
"0","68","31","33","34"
"0","69","27","33","37"
"0","7","23","25","32"
"0","70","17","23","30"
"0","72","42","44","46"
"0","74","15","24","31"
"0","75","17","20","24"
"0","76","36","40","47"
"0","77","39","47","53"
"0","79","41","48","53"
"0","80","29","35","44"
"0","82","36","37","38"
"0","84","42","50","52"
"0","85","41","45","53"
"0","86","32","33","42"
"0","87","41","47","49"
"0","88","38","48","56"
"0","89","19","22","24"
"0","91","32","39","44"
"0","92","43","49","53"
"0","93","26","33","42"
"0","95","22","24","33"
"0","96","34","36","38"
"1","1","21","25","34"
"1","10","21","22","32"
"1","11","33","43","47"
"1","12","15","22","24"
"1","13","49","50","54"
"1","17","38","42","45"
"1","18","17","24","32"
"1","2","22","32","40"
"1","20","23","29","39"
"1","22","19","27","36"
"1","23","30","35","40"
"1","24","20","22","31"
"1","26","43","44","54"
"1","27","19","23","27"
"1","28","22","27","28"
"1","29","28","30","40"
"1","3","34","37","42"
"1","30","30","34","38"
"1","33","26","34","36"
"1","34","27","29","34"
"1","36","40","43","51"
"1","37","37","41","46"
"1","39","28","30","36"
"1","4","16","23","24"
"1","40","33","39","45"
"1","41","33","38","42"
"1","42","20","24","34"
"1","43","19","23","27"
"1","44","42","46","48"
"1","45","19","26","34"
"1","47","21","31","37"
"1","48","19","26","27"
"1","5","42","48","56"
"1","50","34","39","43"
"1","53","43","44","47"
"1","54","15","21","27"
"1","55","26","29","31"
"1","56","48","50","53"
"1","57","11","21","27"
"1","58","20","29","39"
"1","59","44","48","52"
"1","6","24","30","32"
"1","62","23","28","34"
"1","63","24","26","30"
"1","64","28","31","33"
"1","65","20","21","27"
"1","66","28","29","34"
"1","67","32","42","46"
"1","68","21","27","36"
"1","71","29","32","34"
"1","73","13","20","22"
"1","76","17","25","34"
"1","77","18","25","31"
"1","78","18","23","32"
"1","79","44","49","50"
"1","80","23","26","34"
"1","81","46","48","52"
"1","82","43","48","56"
"1","83","13","23","28"
"1","84","43","48","55"
"1","85","28","37","39"
"1","86","38","46","48"
"1","87","40","50","58"
"1","88","44","47","52"
"1","89","34","40","48"
"1","9","30","38","41"
"1","91","24","31","38"
"1","92","17","21","22"
"1","93","23","31","38"
"1","95","28","38","48"
"2","1","32","40","50"
"2","10","24","31","40"
"2","11","31","39","40"
"2","12","37","39","45"
"2","13","29","38","39"
"2","15","15","20","27"
"2","16","28","31","36"
"2","17","23","33","40"
"2","18","17","26","34"
"2","20","40","45","46"
"2","21","25","31","37"
"2","22","30","37","40"
"2","23","17","23","28"
"2","24","11","21","30"
"2","25","34","42","46"
"2","28","15","24","30"
"2","3","29","37","42"
"2","30","32","34","42"
"2","34","45","48","52"
"2","35","29","32","42"
"2","37","37","42","48"
"2","38","17","20","23"
"2","39","25","27","31"
"2","4","35","41","42"
"2","40","17","22","29"
"2","41","33","43","48"
"2","42","30","33","38"
"2","43","38","41","43"
"2","44","40","44","47"
"2","45","13","23","27"
"2","46","41","50","55"
"2","47","30","39","44"
"2","49","34","37","41"
"2","5","30","31","36"
"2","50","18","28","29"
"2","51","26","32","36"
"2","52","27","34","39"
"2","53","39","43","52"
"2","54","31","37","38"
"2","55","28","31","32"
"2","56","28","37","41"
"2","57","39","42","45"
"2","58","40","50","51"
"2","59","28","32","42"
"2","60","29","38","43"
"2","61","25","27","28"
"2","63","19","24","26"
"2","64","26","27","30"
"2","65","32","33","38"
"2","7","11","21","28"
"2","70","35","37","41"
"2","72","31","32","34"
"2","73","21","23","32"
"2","74","22","29","30"
"2","75","23","24","25"
"2","77","32","37","45"
"2","78","39","41","44"
"2","79","33","37","46"
"2","8","21","30","37"
"2","83","38","48","53"
"2","84","18","25","32"
"2","85","43","49","51"
"2","86","31","36","42"
"2","88","16","26","30"
"2","89","37","45","51"
"2","90","42","50","55"
"2","91","18","23","28"
"2","92","37","39","42"
"2","94","30","32","42"
"2","95","43","49","57"
"2","96","16","22","25"
"3","10","36","43","52"
"3","11","41","46","52"
"3","12","34","41","49"
"3","17","30","35","44"
"3","18","38","42","47"
"3","19","28","33","42"
"3","2","22","23","31"
"3","20","48","50","56"
"3","23","35","44","49"
"3","25","28","38","40"
"3","26","26","29","33"
"3","27","31","40","42"
"3","28","30","33","37"
"3","29","25","32","42"
"3","3","41","48","52"
"3","31","40","43","51"
"3","32","22","30","32"
"3","33","38","47","57"
"3","34","28","36","38"
"3","35","25","31","36"
"3","39","29","32","35"
"3","4","18","24","26"
"3","42","45","50","54"
"3","44","37","40","49"
"3","45","39","40","41"
"3","46","30","31","38"
"3","47","39","43","48"
"3","48","31","40","46"
"3","49","19","24","31"
"3","5","22","30","37"
"3","52","27","31","33"
"3","54","16","24","27"
"3","55","32","37","38"
"3","56","25","28","32"
"3","57","32","37","40"
"3","59","45","50","54"
"3","6","27","28","33"
"3","60","19","26","27"
"3","61","25","27","33"
"3","62","33","39","44"
"3","63","29","39","46"
"3","66","32","37","41"
"3","67","35","37","41"
"3","68","30","31","34"
"3","69","27","28","32"
"3","7","33","43","52"
"3","70","13","22","26"
"3","72","19","24","34"
"3","73","12","21","29"
"3","74","19","27","33"
"3","75","30","40","45"
"3","77","33","43","49"
"3","79","12","22","26"
"3","8","24","31","38"
"3","80","33","42","45"
"3","83","49","50","57"
"3","84","40","43","44"
"3","86","43","50","56"
"3","87","15","23","29"
"3","89","14","23","26"
"3","90","21","27","37"
"3","91","19","23","26"
"3","95","40","41","43"
"3","96","24","32","33"
"4","1","24","25","27"
"4","12","21","28","32"
"4","14","37","43","51"
"4","15","25","30","38"
"4","17","42","46","55"
"4","18","48","50","51"
"4","20","37","47","49"
"4","23","43","45","47"
"4","24","16","20","26"
"4","25","34","36","45"
"4","26","39","45","47"
"4","27","46","49","57"
"4","28","18","20","25"
"4","29","44","46","53"
"4","3","15","21","26"
"4","30","26","33","37"
"4","31","21","27","31"
"4","35","26","27","33"
"4","36","13","23","32"
"4","37","13","21","29"
"4","38","34","43","48"
"4","39","26","27","37"
"4","41","14","22","32"
"4","43","28","35","38"
"4","47","24","26","34"
"4","49","29","39","43"
"4","50","38","46","54"
"4","51","16","26","32"
"4","52","21","31","38"
"4","54","38","39","44"
"4","55","11","21","22"
"4","56","26","36","46"
"4","58","28","30","36"
"4","6","20","27","34"
"4","60","30","40","50"
"4","61","30","36","43"
"4","62","40","49","50"
"4","63","42","46","54"
"4","64","38","44","54"
"4","65","37","43","52"
"4","67","47","50","53"
"4","68","26","27","30"
"4","69","31","33","42"
"4","7","38","41","46"
"4","70","37","40","45"
"4","72","37","42","46"
"4","73","40","47","57"
"4","75","27","37","45"
"4","76","34","39","42"
"4","77","18","25","26"
"4","78","17","25","33"
"4","8","30","37","43"
"4","81","38","40","46"
"4","82","42","46","47"
"4","83","37","41","48"
"4","84","37","38","40"
"4","85","28","33","40"
"4","87","25","30","34"
"4","88","25","26","34"
"4","89","16","20","29"
"4","9","17","27","34"
"4","90","45","47","53"
"4","92","27","32","39"
"4","94","46","47","54"
"4","95","39","47","57"
"4","96","29","31","40"
"5","1","30","39","46"
"5","10","11","21","25"
"5","12","37","38","47"
"5","13","29","34","43"
"5","14","28","38","46"
"5","19","24","30","38"
"5","20","22","32","38"
"5","21","20","22","32"
"5","22","15","21","27"
"5","23","26","30","33"
"5","24","17","20","29"
"5","25","23","27","31"
"5","26","37","38","47"
"5","27","36","38","48"
"5","29","36","44","53"
"5","30","24","27","33"
"5","31","39","47","50"
"5","32","37","39","43"
"5","33","23","33","38"
"5","34","19","29","36"
"5","35","43","48","55"
"5","36","43","48","54"
"5","37","26","30","40"
"5","38","41","48","53"
"5","39","34","42","45"
"5","4","23","24","26"
"5","40","43","47","54"
"5","42","40","42","52"
"5","43","49","50","53"
"5","44","42","48","56"
"5","46","37","47","49"
"5","47","39","44","50"
"5","48","19","25","30"
"5","49","27","31","38"
"5","51","19","24","28"
"5","52","16","23","32"
"5","53","29","32","33"
"5","54","37","47","50"
"5","58","34","41","45"
"5","59","25","27","37"
"5","62","36","37","45"
"5","63","12","20","26"
"5","65","15","24","32"
"5","66","21","30","32"
"5","68","49","50","52"
"5","69","22","32","35"
"5","7","16","21","30"
"5","70","32","39","47"
"5","71","36","43","46"
"5","73","40","50","57"
"5","76","24","28","37"
"5","79","25","27","33"
"5","8","34","40","46"
"5","80","21","30","39"
"5","81","14","24","26"
"5","82","29","36","41"
"5","84","33","35","43"
"5","85","27","31","38"
"5","89","34","44","54"
"5","9","12","21","25"
"5","90","28","30","31"
"5","92","31","38","41"
"5","93","41","44","47"
"5","94","43","46","53"
"5","95","30","32","38"
