"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"25","1","45","49","52"
"25","10","38","41","48"
"25","11","48","56","65"
"25","12","43","48","49"
"25","13","36","41","43"
"25","14","44","49","57"
"25","15","40","46","51"
"25","16","52","59","66"
"25","17","47","53","59"
"25","18","50","59","66"
"25","19","56","60","61"
"25","2","47","52","54"
"25","20","51","53","54"
"25","21","30","40","43"
"25","22","48","50","58"
"25","23","44","49","50"
"25","24","44","48","51"
"25","3","46","51","55"
"25","4","40","43","50"
"25","5","59","60","64"
"25","6","32","41","49"
"25","7","41","45","54"
"25","8","53","55","64"
"25","9","41","49","58"
"26","25","44","46","51"
"26","26","45","54","57"
"26","27","45","55","57"
"26","28","41","48","53"
"26","29","51","53","60"
"26","30","40","50","53"
"26","31","45","55","60"
"26","32","47","50","56"
"26","33","41","48","54"
"26","34","36","44","48"
"26","35","41","50","52"
"26","36","36","41","51"
"26","37","50","52","60"
"26","38","46","56","61"
"26","39","50","52","54"
"26","40","51","56","61"
"26","41","39","46","49"
"26","42","49","54","58"
"26","43","48","53","63"
"26","44","56","59","68"
"26","45","44","46","54"
"26","46","52","55","57"
"26","47","44","54","57"
"26","48","44","46","55"
"27","49","40","47","51"
"27","50","42","50","57"
"27","51","50","58","66"
"27","52","39","47","49"
"27","53","58","59","68"
"27","54","46","52","55"
"27","55","32","42","51"
"27","56","49","50","52"
"27","57","48","49","55"
"27","58","39","40","42"
"27","59","37","47","55"
"27","60","33","43","53"
"27","61","38","40","48"
"27","62","40","44","52"
"27","63","41","51","57"
"27","64","50","55","56"
"27","65","57","58","61"
"27","66","39","40","45"
"27","67","42","44","48"
"27","68","55","57","58"
"27","69","47","57","61"
"27","70","36","46","56"
"27","71","50","52","62"
"27","72","43","45","55"
"28","73","39","49","51"
"28","74","48","52","54"
"28","75","48","57","58"
"28","76","49","59","68"
"28","77","47","50","57"
"28","78","39","46","56"
"28","79","41","42","43"
"28","80","39","40","48"
"28","81","56","60","61"
"28","82","41","49","50"
"28","83","46","56","57"
"28","84","33","40","41"
"28","85","42","50","60"
"28","86","48","49","59"
"28","87","46","54","58"
"28","88","32","42","44"
"28","89","33","41","44"
"28","90","45","54","59"
"28","91","45","47","57"
"28","92","48","58","67"
"28","93","38","40","47"
"28","94","43","53","60"
"28","95","43","52","61"
"28","96","58","59","61"
