"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","34","41","51"
"0","10","26","27","31"
"0","11","30","37","47"
"0","12","31","32","38"
"0","13","36","42","52"
"0","14","17","26","32"
"0","15","17","26","32"
"0","16","18","27","32"
"0","17","23","32","36"
"0","18","38","39","40"
"0","19","30","40","44"
"0","2","47","50","59"
"0","20","16","24","31"
"0","21","25","30","31"
"0","22","36","38","46"
"0","23","38","41","47"
"0","24","15","25","30"
"0","25","36","43","51"
"0","26","18","26","33"
"0","27","15","24","28"
"0","28","30","38","42"
"0","29","40","42","44"
"0","3","25","31","33"
"0","30","32","40","48"
"0","31","38","44","49"
"0","32","23","25","29"
"0","33","19","25","27"
"0","34","42","48","52"
"0","35","27","30","32"
"0","36","20","26","34"
"0","37","33","36","42"
"0","38","38","41","48"
"0","39","37","38","47"
"0","4","39","45","50"
"0","40","18","28","29"
"0","41","38","42","48"
"0","42","22","27","36"
"0","43","24","31","37"
"0","44","22","32","38"
"0","45","23","29","30"
"0","46","37","41","46"
"0","47","23","24","29"
"0","48","20","27","28"
"0","49","26","27","37"
"0","5","35","39","47"
"0","50","46","49","58"
"0","51","27","30","38"
"0","52","46","47","53"
"0","53","31","35","38"
"0","54","41","47","52"
"0","6","28","34","37"
"0","7","19","25","26"
"0","8","23","28","33"
"0","9","25","27","32"
"1","1","39","43","47"
"1","10","24","29","34"
"1","11","42","50","57"
"1","12","30","40","44"
"1","13","35","45","47"
"1","14","19","23","32"
"1","15","33","38","42"
"1","16","15","21","27"
"1","17","27","28","36"
"1","18","40","43","44"
"1","19","21","26","35"
"1","2","49","50","56"
"1","20","30","32","38"
"1","21","15","20","21"
"1","22","19","29","31"
"1","23","36","44","54"
"1","24","46","50","60"
"1","25","16","26","34"
"1","26","41","45","48"
"1","27","35","43","53"
"1","28","28","29","39"
"1","29","38","46","49"
"1","3","26","36","44"
"1","30","15","25","29"
"1","31","21","30","32"
"1","32","22","25","27"
"1","33","33","38","47"
"1","34","34","38","40"
"1","35","17","26","33"
"1","36","34","37","42"
"1","37","28","38","41"
"1","38","44","45","52"
"1","39","36","43","50"
"1","4","14","20","24"
"1","40","28","30","35"
"1","41","16","25","35"
"1","42","31","36","38"
"1","43","42","49","58"
"1","44","35","42","44"
"1","45","19","29","38"
"1","46","14","21","28"
"1","47","13","20","27"
"1","48","33","40","44"
"1","49","21","22","32"
"1","5","39","43","50"
"1","50","26","28","32"
"1","51","27","35","40"
"1","52","32","38","40"
"1","53","35","43","51"
"1","54","28","34","35"
"1","6","20","27","34"
"1","7","18","26","30"
"1","8","39","40","49"
"1","9","25","33","34"
