"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"17","1","42","52","59"
"17","10","37","47","57"
"17","11","40","45","54"
"17","12","50","56","61"
"17","2","31","41","47"
"17","3","43","45","50"
"17","4","42","49","56"
"17","5","50","60","70"
"17","6","36","43","47"
"17","7","49","55","63"
"17","8","39","43","45"
"17","9","54","57","62"
"18","13","39","43","47"
"18","14","55","56","63"
"18","15","36","40","43"
"18","16","49","54","59"
"18","17","47","49","54"
"18","18","36","44","46"
"18","19","49","57","60"
"18","20","39","41","50"
"18","21","53","59","61"
"18","22","34","41","42"
"18","23","39","47","51"
"18","24","42","43","50"
"19","25","35","40","47"
"19","26","33","43","45"
"19","27","47","50","59"
"19","28","46","53","58"
"19","29","51","57","61"
"19","30","41","45","52"
"19","31","39","43","44"
"19","32","40","49","59"
"19","33","37","42","43"
"19","34","45","55","56"
"19","35","31","40","45"
"19","36","51","55","58"
