"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","23","28","31"
"0","11","37","44","54"
"0","12","16","24","28"
"0","14","19","21","29"
"0","15","35","36","43"
"0","16","37","45","54"
"0","17","37","47","54"
"0","18","39","48","50"
"0","19","34","39","48"
"0","2","40","45","55"
"0","20","30","39","47"
"0","21","41","44","54"
"0","22","14","23","25"
"0","23","15","22","25"
"0","25","39","41","46"
"0","27","44","47","52"
"0","28","18","25","35"
"0","29","30","37","45"
"0","3","40","47","53"
"0","30","37","39","46"
"0","31","38","46","53"
"0","32","21","28","35"
"0","34","37","42","48"
"0","36","44","46","47"
"0","5","30","35","44"
"0","6","30","34","43"
"0","9","21","30","32"
"1","11","32","36","46"
"1","13","44","49","51"
"1","14","32","38","46"
"1","15","45","47","51"
"1","16","11","20","29"
"1","17","18","22","26"
"1","2","30","37","38"
"1","20","18","28","29"
"1","21","39","41","49"
"1","23","37","47","57"
"1","24","41","43","46"
"1","25","44","48","56"
"1","26","20","22","31"
"1","27","21","27","35"
"1","28","20","21","22"
"1","30","25","33","42"
"1","31","25","26","31"
"1","32","48","49","50"
"1","33","32","38","46"
"1","34","32","38","46"
"1","6","31","39","49"
"1","7","35","43","52"
"1","8","42","45","51"
"2","1","32","33","35"
"2","11","25","34","42"
"2","12","24","32","35"
"2","13","18","20","28"
"2","14","32","41","42"
"2","15","44","45","49"
"2","17","22","32","38"
"2","18","16","25","33"
"2","19","24","28","38"
"2","2","37","44","50"
"2","20","18","25","33"
"2","21","13","21","30"
"2","23","26","31","34"
"2","25","46","49","59"
"2","26","27","30","38"
"2","29","41","48","49"
"2","3","29","32","40"
"2","31","39","41","51"
"2","32","41","43","50"
"2","33","35","42","49"
"2","34","21","29","31"
"2","36","22","28","33"
"2","4","21","29","34"
"2","6","28","31","32"
"2","7","42","45","50"
"2","9","34","38","47"
"3","1","37","39","47"
"3","10","39","47","56"
"3","11","34","35","36"
"3","13","45","46","53"
"3","16","34","39","48"
"3","17","32","37","38"
"3","18","46","49","56"
"3","2","13","20","29"
"3","20","26","31","40"
"3","22","19","23","27"
"3","23","34","38","39"
"3","24","43","44","46"
"3","25","21","26","31"
"3","26","27","30","40"
"3","27","22","27","33"
"3","28","31","38","47"
"3","3","45","50","53"
"3","30","29","35","40"
"3","32","35","43","51"
"3","34","36","37","44"
"3","35","14","24","32"
"3","4","34","39","46"
"3","5","27","32","42"
"3","7","27","36","38"
"3","8","23","25","29"
"4","10","28","33","38"
"4","11","35","40","43"
"4","13","30","33","40"
"4","16","19","29","32"
"4","18","30","37","47"
"4","19","38","48","53"
"4","2","46","48","57"
"4","20","25","31","33"
"4","22","39","45","51"
"4","23","23","24","28"
"4","24","22","27","28"
"4","25","35","44","54"
"4","28","23","31","37"
"4","29","22","29","30"
"4","3","28","37","45"
"4","30","39","45","50"
"4","31","37","38","40"
"4","32","41","50","51"
"4","35","23","30","37"
"4","5","32","39","44"
"4","7","22","31","35"
"4","8","42","48","55"
