"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","43","45","46"
"0","100","32","36","42"
"0","102","41","44","53"
"0","103","30","32","42"
"0","104","26","28","37"
"0","105","46","48","56"
"0","11","40","46","50"
"0","12","39","43","53"
"0","13","43","49","54"
"0","14","23","27","33"
"0","16","38","41","48"
"0","19","26","33","41"
"0","20","32","42","47"
"0","21","42","43","49"
"0","22","34","35","43"
"0","23","15","20","25"
"0","24","33","34","38"
"0","26","31","37","46"
"0","29","21","26","35"
"0","3","24","25","27"
"0","30","48","50","58"
"0","31","28","38","48"
"0","32","21","26","28"
"0","33","36","37","39"
"0","34","36","42","50"
"0","37","25","27","31"
"0","38","37","41","50"
"0","39","29","31","37"
"0","43","36","38","40"
"0","44","31","37","38"
"0","46","15","25","28"
"0","47","20","24","31"
"0","48","35","39","42"
"0","49","18","21","30"
"0","5","40","50","52"
"0","50","40","48","57"
"0","51","21","23","25"
"0","56","16","22","27"
"0","58","41","47","53"
"0","59","29","30","31"
"0","61","32","37","41"
"0","62","43","45","47"
"0","63","17","25","29"
"0","64","26","29","32"
"0","65","22","32","35"
"0","66","44","50","59"
"0","67","26","32","34"
"0","68","46","48","54"
"0","69","25","35","45"
"0","7","28","36","39"
"0","70","26","31","35"
"0","73","39","44","48"
"0","76","28","34","44"
"0","77","24","26","31"
"0","81","28","29","38"
"0","82","22","30","38"
"0","83","27","37","45"
"0","84","40","41","45"
"0","85","36","44","54"
"0","86","22","24","30"
"0","87","48","50","54"
"0","88","33","35","42"
"0","89","37","42","51"
"0","9","39","49","51"
"0","90","24","25","27"
"0","91","23","33","36"
"0","93","28","34","39"
"0","94","17","25","34"
"0","97","29","30","36"
"0","98","32","40","42"
"0","99","28","30","37"
"1","1","34","37","47"
"1","10","17","25","29"
"1","100","34","39","46"
"1","101","17","25","35"
"1","102","33","36","46"
"1","104","19","24","34"
"1","12","24","34","40"
"1","13","37","44","46"
"1","15","36","41","46"
"1","16","17","27","33"
"1","17","33","41","49"
"1","18","32","41","44"
"1","19","42","43","48"
"1","2","13","23","27"
"1","21","49","50","54"
"1","22","34","43","51"
"1","23","22","32","35"
"1","25","40","42","48"
"1","26","24","33","37"
"1","27","46","47","54"
"1","28","41","42","48"
"1","29","17","26","36"
"1","3","25","27","37"
"1","30","20","30","33"
"1","31","36","44","51"
"1","34","41","43","46"
"1","35","15","21","22"
"1","36","31","39","42"
"1","37","33","37","47"
"1","38","46","48","56"
"1","39","41","44","50"
"1","4","18","20","29"
"1","40","18","24","30"
"1","41","45","48","49"
"1","42","15","25","33"
"1","43","32","35","40"
"1","44","46","48","57"
"1","45","39","40","42"
"1","46","22","27","31"
"1","47","15","24","27"
"1","49","20","28","36"
"1","5","33","36","41"
"1","50","25","31","32"
"1","51","48","50","59"
"1","52","23","30","38"
"1","53","39","42","47"
"1","54","25","31","40"
"1","55","22","26","31"
"1","56","30","31","36"
"1","57","40","46","52"
"1","58","39","47","57"
"1","59","40","43","49"
"1","6","23","27","35"
"1","60","42","50","52"
"1","61","44","45","46"
"1","62","31","37","43"
"1","63","15","22","30"
"1","64","42","48","56"
"1","68","37","38","48"
"1","69","23","27","29"
"1","7","39","44","50"
"1","70","23","31","41"
"1","71","21","28","36"
"1","72","27","36","41"
"1","73","31","36","41"
"1","74","23","32","37"
"1","75","36","44","49"
"1","76","29","31","34"
"1","78","25","27","37"
"1","79","23","25","29"
"1","8","42","49","52"
"1","80","31","35","40"
"1","83","40","49","53"
"1","85","17","21","23"
"1","86","28","29","34"
"1","87","39","41","46"
"1","88","35","38","47"
"1","89","17","26","27"
"1","9","23","29","38"
"1","91","29","35","41"
"1","92","40","45","46"
"1","95","24","34","36"
"1","96","21","23","31"
"1","97","36","43","53"
"1","98","34","38","47"
"1","99","20","29","32"
"2","1","21","22","26"
"2","10","18","21","23"
"2","100","19","24","30"
"2","101","30","39","45"
"2","103","28","30","36"
"2","104","34","39","40"
"2","105","27","36","41"
"2","11","42","47","55"
"2","14","35","36","39"
"2","15","36","46","54"
"2","16","35","36","46"
"2","17","40","44","51"
"2","18","13","23","27"
"2","19","45","49","56"
"2","2","38","41","48"
"2","20","40","47","52"
"2","21","30","35","41"
"2","22","24","34","42"
"2","23","20","29","36"
"2","24","42","50","56"
"2","25","37","38","48"
"2","26","27","37","47"
"2","27","33","35","45"
"2","28","21","24","30"
"2","29","23","32","41"
"2","30","40","46","47"
"2","31","35","45","53"
"2","32","25","29","39"
"2","33","19","28","38"
"2","34","23","31","41"
"2","35","39","46","55"
"2","36","17","22","32"
"2","39","36","42","47"
"2","4","12","20","29"
"2","40","43","45","55"
"2","41","34","38","45"
"2","42","37","38","39"
"2","43","19","29","37"
"2","45","42","49","50"
"2","46","46","50","51"
"2","48","35","42","47"
"2","49","12","22","31"
"2","50","41","48","54"
"2","52","36","38","44"
"2","53","22","28","34"
"2","54","20","27","37"
"2","55","22","25","30"
"2","56","36","46","56"
"2","57","27","32","37"
"2","59","20","28","32"
"2","6","33","39","42"
"2","60","25","27","37"
"2","62","25","30","37"
"2","64","33","40","43"
"2","65","42","46","52"
"2","66","37","44","50"
"2","67","33","40","41"
"2","68","47","48","55"
"2","69","25","26","35"
"2","70","18","22","31"
"2","71","40","47","54"
"2","72","37","39","48"
"2","73","28","37","39"
"2","74","32","36","46"
"2","75","20","29","31"
"2","76","19","22","23"
"2","77","43","44","46"
"2","78","17","26","28"
"2","79","36","44","54"
"2","8","39","40","47"
"2","80","28","37","39"
"2","81","36","46","50"
"2","82","25","35","42"
"2","83","19","25","29"
"2","84","29","33","42"
"2","88","37","43","53"
"2","90","45","47","50"
"2","91","28","35","42"
"2","92","20","23","33"
"2","93","42","50","55"
"2","94","39","40","42"
"2","95","44","47","54"
"2","96","42","50","60"
"2","99","28","31","40"
