"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"16","1","33","41","43"
"16","10","45","49","51"
"16","11","49","54","56"
"16","12","38","47","50"
"16","13","52","53","54"
"16","14","39","42","51"
"16","15","39","47","51"
"16","16","42","45","52"
"16","17","50","58","63"
"16","18","51","52","53"
"16","19","35","44","47"
"16","2","51","52","59"
"16","20","41","43","46"
"16","21","52","59","62"
"16","3","37","44","53"
"16","4","55","59","68"
"16","5","33","40","46"
"16","6","56","57","65"
"16","7","44","49","54"
"16","8","40","48","50"
"16","9","46","52","61"
"17","22","39","48","52"
"17","23","31","41","50"
"17","24","38","45","53"
"17","25","43","47","52"
"17","26","41","50","51"
"17","27","49","59","66"
"17","28","44","49","56"
"17","29","34","42","43"
"17","30","33","40","43"
"17","31","42","47","55"
"17","32","43","45","50"
"17","33","33","43","49"
"17","34","43","52","62"
"17","35","36","44","46"
"17","36","53","55","58"
"17","37","52","53","62"
"17","38","41","50","56"
"17","39","48","56","58"
"17","40","40","46","53"
"17","41","41","42","52"
"17","42","33","41","42"
"18","43","52","53","58"
"18","44","37","45","53"
"18","45","40","45","47"
"18","46","44","49","54"
"18","47","54","56","61"
"18","48","40","50","51"
"18","49","38","44","49"
"18","50","47","51","59"
"18","51","44","53","56"
"18","52","41","43","45"
"18","53","55","56","65"
"18","54","33","43","44"
"18","55","54","55","57"
"18","56","44","48","52"
"18","57","33","43","48"
"18","58","41","45","47"
"18","59","47","51","54"
"18","60","52","56","65"
"18","61","46","56","59"
"18","62","42","48","52"
"18","63","48","50","58"
"19","64","36","46","48"
"19","65","58","59","68"
"19","66","43","52","53"
"19","67","47","57","65"
"19","68","39","42","52"
"19","69","33","43","53"
"19","70","34","40","43"
"19","71","43","46","48"
"19","72","50","60","65"
"19","73","59","60","69"
"19","74","53","54","57"
"19","75","40","41","43"
"19","76","49","52","55"
"19","77","39","43","45"
"19","78","54","57","66"
"19","79","44","47","55"
"19","80","48","49","53"
"19","81","40","49","56"
"19","82","56","57","62"
"19","83","45","53","60"
"19","84","35","41","48"
"20","100","33","41","43"
"20","101","34","42","50"
"20","102","40","47","51"
"20","103","36","43","52"
"20","104","44","50","52"
"20","105","49","51","53"
"20","85","42","45","55"
"20","86","50","52","55"
"20","87","45","49","52"
"20","88","42","46","52"
"20","89","35","42","48"
"20","90","51","58","60"
"20","91","38","44","50"
"20","92","51","56","66"
"20","93","50","53","59"
"20","94","42","50","52"
"20","95","47","53","55"
"20","96","40","43","53"
"20","97","32","41","50"
"20","98","47","48","54"
"20","99","48","58","66"
