"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"13","1","46","48","55"
"13","10","41","51","61"
"13","11","34","41","45"
"13","12","50","53","60"
"13","13","41","50","55"
"13","14","35","40","49"
"13","15","34","43","49"
"13","16","37","43","45"
"13","17","52","60","63"
"13","18","40","45","55"
"13","19","52","54","59"
"13","2","53","58","59"
"13","20","34","44","48"
"13","21","48","54","62"
"13","22","47","55","59"
"13","23","50","51","54"
"13","24","52","58","66"
"13","3","41","45","52"
"13","4","48","49","57"
"13","5","46","53","55"
"13","6","37","47","53"
"13","7","50","59","61"
"13","8","38","40","49"
"13","9","48","49","52"
"14","25","44","46","56"
"14","26","41","48","53"
"14","27","46","49","59"
"14","28","50","59","69"
"14","29","36","45","54"
"14","30","47","48","57"
"14","31","32","40","44"
"14","32","36","44","54"
"14","33","49","57","58"
"14","34","38","44","52"
"14","35","49","53","61"
"14","36","37","40","47"
"14","37","42","46","51"
"14","38","42","46","51"
"14","39","46","49","54"
"14","40","54","57","62"
"14","41","45","55","64"
"14","42","45","49","56"
"14","43","36","43","51"
"14","44","37","46","52"
"14","45","53","60","65"
"14","46","51","57","63"
"14","47","30","40","44"
"14","48","58","59","63"
"15","49","38","43","47"
"15","50","51","57","65"
"15","51","44","48","51"
"15","52","55","56","59"
"15","53","50","53","55"
"15","54","41","49","51"
"15","55","49","50","55"
"15","56","33","40","49"
"15","57","42","50","54"
"15","58","48","50","56"
"15","59","46","48","49"
"15","60","54","60","70"
"15","61","52","56","65"
"15","62","53","54","60"
"15","63","39","46","53"
"15","64","53","56","65"
"15","65","49","54","59"
"15","66","46","51","61"
"15","67","49","54","64"
"15","68","44","51","55"
"15","69","47","54","59"
"15","70","32","40","48"
"15","71","39","43","51"
"15","72","54","58","64"
