"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","43","50","51"
"0","10","18","25","30"
"0","11","21","28","32"
"0","12","36","45","51"
"0","13","27","32","42"
"0","14","19","28","33"
"0","15","21","26","31"
"0","16","40","47","55"
"0","17","33","43","51"
"0","2","41","49","52"
"0","20","38","48","49"
"0","21","22","28","35"
"0","22","39","47","48"
"0","23","15","23","24"
"0","24","13","20","26"
"0","25","38","43","46"
"0","26","40","50","52"
"0","28","30","35","38"
"0","29","12","21","27"
"0","3","23","24","31"
"0","30","19","23","25"
"0","31","13","23","25"
"0","32","41","44","52"
"0","33","30","36","38"
"0","34","37","44","45"
"0","35","21","27","30"
"0","36","29","36","42"
"0","38","41","42","43"
"0","39","27","29","33"
"0","4","25","27","36"
"0","40","22","32","36"
"0","42","21","25","34"
"0","43","42","43","44"
"0","44","18","22","30"
"0","47","28","33","37"
"0","48","35","40","42"
"0","49","13","22","27"
"0","5","23","26","35"
"0","51","34","38","40"
"0","52","19","20","23"
"0","53","43","50","58"
"0","57","26","27","37"
"0","6","26","32","42"
"0","61","17","23","25"
"0","62","14","22","27"
"0","63","42","46","54"
"0","64","40","49","54"
"0","66","44","47","57"
"0","67","30","39","47"
"0","68","34","37","42"
"0","69","26","31","33"
"0","70","44","48","50"
"0","72","28","35","45"
"0","8","19","24","25"
"1","1","30","37","45"
"1","13","29","39","44"
"1","14","38","44","54"
"1","15","20","23","28"
"1","16","15","25","26"
"1","18","47","50","51"
"1","19","25","32","38"
"1","21","32","38","42"
"1","22","18","24","29"
"1","23","17","24","26"
"1","24","30","40","41"
"1","26","32","36","41"
"1","27","31","41","51"
"1","28","43","49","58"
"1","29","30","33","39"
"1","3","24","34","44"
"1","32","28","31","32"
"1","33","30","35","43"
"1","34","39","43","49"
"1","35","26","32","41"
"1","36","48","50","54"
"1","37","15","24","31"
"1","38","45","48","54"
"1","4","34","35","43"
"1","40","22","23","29"
"1","41","21","31","38"
"1","43","42","47","56"
"1","44","23","31","37"
"1","45","35","36","44"
"1","46","43","50","51"
"1","47","36","39","49"
"1","49","35","38","42"
"1","50","15","20","25"
"1","52","26","34","40"
"1","53","35","40","41"
"1","54","38","43","50"
"1","55","18","20","24"
"1","56","33","35","38"
"1","58","37","47","54"
"1","59","40","43","45"
"1","6","44","49","52"
"1","60","37","38","42"
"1","61","24","30","31"
"1","62","13","23","31"
"1","63","16","21","27"
"1","64","21","31","33"
"1","65","26","36","38"
"1","7","42","47","54"
"1","70","28","32","42"
"1","71","40","46","48"
"1","8","38","42","44"
"1","9","31","41","47"
"2","1","41","46","50"
"2","10","45","49","54"
"2","11","42","44","49"
"2","12","38","45","55"
"2","13","22","23","24"
"2","14","46","47","57"
"2","15","25","35","39"
"2","17","37","45","53"
"2","18","26","31","38"
"2","19","16","22","32"
"2","2","23","24","28"
"2","20","19","26","28"
"2","22","30","31","32"
"2","23","18","24","28"
"2","24","27","28","37"
"2","25","20","24","25"
"2","26","38","43","44"
"2","27","31","38","42"
"2","28","21","31","35"
"2","3","38","44","52"
"2","30","27","36","40"
"2","31","43","50","58"
"2","32","47","48","56"
"2","34","27","34","42"
"2","36","45","47","53"
"2","37","45","47","57"
"2","39","27","37","39"
"2","4","27","31","33"
"2","41","40","41","49"
"2","42","27","34","35"
"2","43","41","44","50"
"2","45","14","23","33"
"2","46","19","22","29"
"2","47","17","21","31"
"2","48","20","27","35"
"2","49","33","40","50"
"2","5","35","38","45"
"2","50","45","50","60"
"2","51","40","41","42"
"2","53","31","34","38"
"2","54","32","38","45"
"2","55","32","36","42"
"2","56","33","36","37"
"2","57","21","29","32"
"2","58","27","31","34"
"2","59","34","41","46"
"2","6","37","39","47"
"2","60","38","42","44"
"2","62","36","39","44"
"2","65","42","44","47"
"2","66","18","26","29"
"2","67","16","23","27"
"2","68","20","23","32"
"2","69","28","34","44"
"2","7","15","21","28"
"2","70","36","46","48"
"2","71","45","50","58"
"2","72","27","35","44"
"2","8","32","42","44"
"2","9","42","49","54"
