"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"9","1","50","55","57"
"9","10","37","47","52"
"9","11","40","50","56"
"9","12","36","45","54"
"9","13","35","40","44"
"9","14","50","57","58"
"9","2","47","49","54"
"9","3","53","59","67"
"9","4","30","40","44"
"9","5","44","47","51"
"9","6","55","58","67"
"9","7","53","54","55"
"9","8","44","47","54"
"9","9","40","48","49"
"10","15","36","46","51"
"10","16","36","46","47"
"10","17","44","47","56"
"10","18","33","41","50"
"10","19","40","46","49"
"10","20","48","50","55"
"10","21","47","50","57"
"10","22","48","57","67"
"10","23","50","58","60"
"10","24","40","43","48"
"10","25","49","59","62"
"10","26","47","57","64"
"10","27","59","60","62"
"10","28","43","46","54"
"11","29","46","51","53"
"11","30","45","53","61"
"11","31","52","54","62"
"11","32","48","56","61"
"11","33","51","58","63"
"11","34","50","57","61"
"11","35","38","43","44"
"11","36","42","52","54"
"11","37","56","60","66"
"11","38","45","53","60"
"11","39","49","56","65"
"11","40","50","52","58"
"11","41","36","44","51"
"11","42","39","43","50"
"12","43","37","41","51"
"12","44","38","46","55"
"12","45","44","47","51"
"12","46","33","41","42"
"12","47","41","50","58"
"12","48","42","50","60"
"12","49","42","45","48"
"12","50","34","42","44"
"12","51","42","43","50"
"12","52","46","55","57"
"12","53","46","54","57"
"12","54","52","57","63"
"12","55","44","47","56"
"12","56","33","41","51"
