"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","48","49","51"
"0","10","37","46","55"
"0","11","22","31","40"
"0","12","40","50","58"
"0","13","35","41","46"
"0","14","22","28","29"
"0","15","20","29","38"
"0","16","21","22","27"
"0","17","34","43","48"
"0","18","40","42","49"
"0","19","41","44","47"
"0","2","39","46","49"
"0","20","45","49","57"
"0","21","25","34","38"
"0","22","36","37","40"
"0","23","41","45","53"
"0","24","22","29","30"
"0","25","40","44","53"
"0","26","17","24","34"
"0","27","30","38","44"
"0","28","27","37","45"
"0","29","25","32","36"
"0","3","35","44","49"
"0","30","45","46","53"
"0","31","29","34","43"
"0","32","31","37","43"
"0","33","28","33","43"
"0","34","29","39","45"
"0","35","40","41","49"
"0","36","44","48","58"
"0","37","23","33","38"
"0","38","22","32","40"
"0","39","41","46","48"
"0","4","39","48","58"
"0","40","19","26","32"
"0","41","14","22","26"
"0","42","41","45","47"
"0","43","34","39","49"
"0","44","37","40","48"
"0","45","17","26","34"
"0","46","38","41","44"
"0","47","18","27","36"
"0","48","25","27","33"
"0","49","35","44","46"
"0","5","35","44","49"
"0","50","38","45","54"
"0","51","35","42","52"
"0","52","24","27","37"
"0","53","30","40","46"
"0","54","31","36","37"
"0","55","32","35","36"
"0","56","46","47","57"
"0","6","23","31","36"
"0","7","33","39","40"
"0","8","19","24","33"
"0","9","12","22","23"
"1","1","17","22","28"
"1","10","25","26","27"
"1","11","46","48","52"
"1","12","28","32","39"
"1","13","30","39","46"
"1","14","21","23","30"
"1","15","32","35","36"
"1","16","38","46","52"
"1","17","38","40","45"
"1","18","40","50","55"
"1","19","38","46","54"
"1","2","41","50","53"
"1","20","28","34","36"
"1","21","38","39","45"
"1","22","26","30","38"
"1","23","29","33","42"
"1","24","22","29","30"
"1","25","30","32","34"
"1","26","18","26","30"
"1","27","19","21","24"
"1","28","33","43","46"
"1","29","44","50","59"
"1","3","41","46","48"
"1","30","41","45","50"
"1","31","46","48","55"
"1","32","35","37","44"
"1","33","40","47","48"
"1","34","19","22","23"
"1","35","37","45","52"
"1","36","45","46","55"
"1","37","24","28","36"
"1","38","39","40","46"
"1","39","20","21","31"
"1","4","27","30","31"
"1","40","22","30","35"
"1","41","17","24","30"
"1","42","33","37","42"
"1","43","28","32","37"
"1","44","36","37","44"
"1","45","31","41","45"
"1","46","32","40","49"
"1","47","29","33","41"
"1","48","28","37","43"
"1","49","29","34","41"
"1","5","28","33","35"
"1","50","27","28","34"
"1","51","20","22","23"
"1","52","16","23","32"
"1","53","43","46","54"
"1","54","16","22","23"
"1","55","29","30","35"
"1","56","22","30","35"
"1","6","12","22","23"
"1","7","38","43","49"
"1","8","18","22","23"
"1","9","36","40","46"
