"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"16","1","45","54","59"
"16","10","42","52","56"
"16","11","44","51","59"
"16","12","38","40","44"
"16","2","49","51","58"
"16","3","36","46","47"
"16","4","57","60","69"
"16","5","44","52","61"
"16","6","39","42","45"
"16","7","46","48","57"
"16","8","36","42","46"
"16","9","46","47","57"
"17","13","55","58","62"
"17","14","46","50","58"
"17","15","40","47","55"
"17","16","57","60","65"
"17","17","47","51","61"
"17","18","36","44","52"
"17","19","54","55","58"
"17","20","40","42","50"
"17","21","53","59","69"
"17","22","38","46","52"
"17","23","44","46","51"
"17","24","41","50","51"
"18","25","56","60","66"
"18","26","48","57","67"
"18","27","56","60","66"
"18","28","44","48","58"
"18","29","52","54","64"
"18","30","51","59","67"
"18","31","51","55","58"
"18","32","36","41","50"
"18","33","42","46","51"
"18","34","45","46","49"
"18","35","38","48","51"
"18","36","38","44","53"
