"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"14","1","48","54","60"
"14","10","38","43","51"
"14","11","48","49","51"
"14","12","51","60","69"
"14","13","51","52","53"
"14","14","53","56","59"
"14","15","54","58","60"
"14","16","53","54","62"
"14","17","31","40","44"
"14","18","49","58","59"
"14","19","39","47","56"
"14","2","39","42","44"
"14","20","38","47","55"
"14","21","49","54","62"
"14","22","48","52","61"
"14","23","52","55","64"
"14","24","48","49","51"
"14","3","55","60","70"
"14","4","42","43","49"
"14","5","47","50","59"
"14","6","50","57","60"
"14","7","46","49","57"
"14","8","52","60","68"
"14","9","31","41","51"
"15","25","52","55","63"
"15","26","51","56","65"
"15","27","49","52","58"
"15","28","48","56","62"
"15","29","36","44","50"
"15","30","46","53","63"
"15","31","41","50","53"
"15","32","50","58","60"
"15","33","54","60","61"
"15","34","45","46","47"
"15","35","34","41","49"
"15","36","38","42","52"
"15","37","41","45","51"
"15","38","41","42","50"
"15","39","38","43","44"
"15","40","48","49","59"
"15","41","37","43","53"
"15","42","39","43","45"
"15","43","49","50","51"
"15","44","47","54","63"
"15","45","50","60","66"
"15","46","38","44","49"
"15","47","37","42","49"
"15","48","40","43","52"
"16","49","47","57","66"
"16","50","43","47","50"
"16","51","36","46","49"
"16","52","56","60","67"
"16","53","35","45","50"
"16","54","43","45","48"
"16","55","45","51","61"
"16","56","51","58","63"
"16","57","52","57","58"
"16","58","41","48","53"
"16","59","52","57","67"
"16","60","36","42","44"
"16","61","38","40","45"
"16","62","56","57","62"
"16","63","55","57","64"
"16","64","37","47","51"
"16","65","42","52","56"
"16","66","56","60","61"
"16","67","53","57","59"
"16","68","46","49","50"
"16","69","38","40","46"
"16","70","49","51","54"
"16","71","41","50","58"
"16","72","51","60","70"
"17","73","47","49","59"
"17","74","46","47","51"
"17","75","32","40","49"
"17","76","38","45","55"
"17","77","52","53","59"
"17","78","53","56","60"
"17","79","44","51","57"
"17","80","44","47","50"
"17","81","41","48","50"
"17","82","32","40","44"
"17","83","48","54","63"
"17","84","49","58","64"
"17","85","43","45","55"
"17","86","43","46","50"
"17","87","32","41","51"
"17","88","48","50","60"
"17","89","51","56","59"
"17","90","41","43","45"
"17","91","55","60","67"
"17","92","53","54","58"
"17","93","31","41","50"
"17","94","56","59","65"
"17","95","35","41","47"
"17","96","46","47","55"
