"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"23","1","43","45","53"
"23","10","39","48","53"
"23","11","53","57","64"
"23","12","39","47","57"
"23","2","36","46","53"
"23","3","49","54","55"
"23","4","38","43","53"
"23","5","39","47","56"
"23","6","52","54","58"
"23","7","51","59","64"
"23","8","50","52","54"
"23","9","45","46","49"
"24","13","41","44","50"
"24","14","39","48","51"
"24","15","42","47","51"
"24","16","49","53","63"
"24","17","51","52","61"
"24","18","40","43","52"
"24","19","48","57","58"
"24","20","36","44","54"
"24","21","48","57","61"
"24","22","38","42","50"
"24","23","52","59","68"
"24","24","39","45","55"
"25","25","47","57","66"
"25","26","34","41","51"
"25","27","45","51","55"
"25","28","50","51","59"
"25","29","36","40","42"
"25","30","55","59","67"
"25","31","52","59","61"
"25","32","54","56","61"
"25","33","47","53","54"
"25","34","50","57","59"
"25","35","34","43","46"
"25","36","45","46","48"
"26","37","54","57","59"
"26","38","48","56","66"
"26","39","33","43","48"
"26","40","56","58","60"
"26","41","49","52","54"
"26","42","46","51","58"
"26","43","35","40","42"
"26","44","44","47","51"
"26","45","43","50","56"
"26","46","40","42","46"
"26","47","33","43","50"
"26","48","46","52","60"
"27","49","54","60","64"
"27","50","48","52","60"
"27","51","45","47","55"
"27","52","48","52","62"
"27","53","38","47","48"
"27","54","39","44","47"
"27","55","41","44","53"
"27","56","48","56","57"
"27","57","36","43","48"
"27","58","41","50","58"
"27","59","50","60","69"
"27","60","45","55","58"
