"ChargeID","CastID","CC","ChargeRoute"
"1","1","7","0-1-2"
"2","1","7","0-1-2"
"3","1","7","0-1-2"
"4","1","7","0-1-2"
"5","1","7","0-1-2"
"6","1","7","0-1-2"
"7","2","7","0-1-2"
"8","2","7","0-1-2"
"9","2","7","0-1-2"
"10","2","7","0-1-2"
"11","2","7","0-1-2"
"12","2","7","0-1-2"
"13","3","7","0-1-2"
"14","3","7","0-1-2"
"15","3","7","0-1-2"
"16","3","7","0-1-2"
"17","3","7","0-1-2"
"18","3","7","0-1-2"
"19","4","7","0-1-2"
"20","4","7","0-1-2"
"21","4","7","0-1-2"
"22","4","7","0-1-2"
"23","4","7","0-1-2"
"24","4","7","0-1-2"
"25","5","8","0-1-2"
"26","5","8","0-1-2"
"27","5","8","0-1-2"
"28","5","8","0-1-2"
"29","5","8","0-1-2"
"30","5","8","0-1-2"
"31","6","8","0-1-2"
"32","6","8","0-1-2"
"33","6","8","0-1-2"
"34","6","8","0-1-2"
"35","6","8","0-1-2"
"36","6","8","0-1-2"
"37","7","8","0-1-2"
"38","7","8","0-1-2"
"39","7","8","0-1-2"
"40","7","8","0-1-2"
"41","7","8","0-1-2"
"42","7","8","0-1-2"
"43","8","8","0-1-2"
"44","8","8","0-1-2"
"45","8","8","0-1-2"
"46","8","8","0-1-2"
"47","8","8","0-1-2"
"48","8","8","0-1-2"
"49","9","9","0-1-2"
"50","9","9","0-1-2"
"51","9","9","0-1-2"
"52","9","9","0-1-2"
"53","9","9","0-1-2"
"54","9","9","0-1-2"
"55","10","9","0-1-2"
"56","10","9","0-1-2"
"57","10","9","0-1-2"
"58","10","9","0-1-2"
"59","10","9","0-1-2"
"60","10","9","0-1-2"
"61","11","9","0-1-2"
"62","11","9","0-1-2"
"63","11","9","0-1-2"
"64","11","9","0-1-2"
"65","11","9","0-1-2"
"66","11","9","0-1-2"
"67","12","9","0-1-2"
"68","12","9","0-1-2"
"69","12","9","0-1-2"
"70","12","9","0-1-2"
"71","12","9","0-1-2"
"72","12","9","0-1-2"
"73","13","10","0-1-2"
"74","13","10","0-1-2"
"75","13","10","0-1-2"
"76","13","10","0-1-2"
"77","13","10","0-1-2"
"78","13","10","0-1-2"
"79","14","10","0-1-2"
"80","14","10","0-1-2"
"81","14","10","0-1-2"
"82","14","10","0-1-2"
"83","14","10","0-1-2"
"84","14","10","0-1-2"
"85","15","10","0-1-2"
"86","15","10","0-1-2"
"87","15","10","0-1-2"
"88","15","10","0-1-2"
"89","15","10","0-1-2"
"90","15","10","0-1-2"
"91","16","10","0-1-2"
"92","16","10","0-1-2"
"93","16","10","0-1-2"
"94","16","10","0-1-2"
"95","16","10","0-1-2"
