"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","41","49","56"
"0","10","24","33","43"
"0","11","41","50","53"
"0","12","45","50","54"
"0","13","27","36","42"
"0","14","35","37","41"
"0","15","32","36","44"
"0","16","46","49","52"
"0","17","18","28","29"
"0","18","24","31","35"
"0","19","33","37","38"
"0","2","36","37","38"
"0","20","15","23","25"
"0","21","43","48","50"
"0","22","26","29","33"
"0","23","15","20","25"
"0","24","38","41","44"
"0","25","28","34","36"
"0","26","38","43","50"
"0","27","39","44","45"
"0","28","42","48","57"
"0","29","31","33","36"
"0","3","20","27","28"
"0","30","25","27","28"
"0","31","21","25","26"
"0","32","36","38","45"
"0","33","45","50","57"
"0","34","42","50","57"
"0","35","14","23","24"
"0","36","18","20","27"
"0","37","38","47","49"
"0","38","35","45","48"
"0","39","36","43","51"
"0","4","32","38","40"
"0","40","46","49","56"
"0","41","40","41","44"
"0","42","31","41","50"
"0","43","25","27","28"
"0","44","34","42","49"
"0","45","34","42","51"
"0","46","17","27","28"
"0","47","35","37","45"
"0","48","27","29","30"
"0","49","35","39","43"
"0","5","28","36","45"
"0","50","49","50","56"
"0","51","24","29","38"
"0","52","24","27","33"
"0","53","32","35","37"
"0","54","42","43","52"
"0","55","24","31","39"
"0","56","43","48","55"
"0","57","34","35","44"
"0","58","37","38","39"
"0","59","33","43","44"
"0","6","18","28","34"
"0","60","34","42","46"
"0","61","32","33","42"
"0","62","13","22","29"
"0","63","31","40","41"
"0","64","42","43","44"
"0","65","37","45","47"
"0","66","25","34","38"
"0","67","33","42","46"
"0","68","45","46","50"
"0","69","17","23","31"
"0","7","36","39","43"
"0","70","16","20","25"
"0","71","40","46","49"
"0","72","22","28","35"
"0","73","32","42","47"
"0","74","28","34","40"
"0","75","22","27","37"
"0","76","26","28","35"
"0","77","33","34","39"
"0","78","42","43","50"
"0","79","22","27","31"
"0","8","26","33","34"
"0","80","26","34","38"
"0","81","25","35","43"
"0","82","40","46","56"
"0","83","33","43","46"
"0","84","11","20","29"
"0","85","33","38","40"
"0","86","26","28","37"
"0","87","26","32","38"
"0","88","25","28","31"
"0","89","24","32","40"
"0","9","40","41","42"
"0","90","26","29","37"
"0","91","36","37","42"
"0","92","30","39","47"
"0","93","45","49","51"
"0","94","34","35","36"
"0","95","28","30","33"
"0","96","32","38","43"
"1","1","27","36","45"
"1","10","40","43","46"
"1","11","32","39","40"
"1","12","11","20","21"
"1","13","35","39","44"
"1","14","36","38","42"
"1","15","28","36","42"
"1","16","42","44","47"
"1","17","45","48","53"
"1","18","20","23","28"
"1","19","21","30","38"
"1","2","37","46","54"
"1","20","33","38","44"
"1","21","21","27","36"
"1","22","20","23","31"
"1","23","16","25","28"
"1","24","32","38","48"
"1","25","38","47","51"
"1","26","43","46","56"
"1","27","22","24","31"
"1","28","20","25","26"
"1","29","11","21","22"
"1","3","31","41","43"
"1","30","29","31","38"
"1","31","22","27","35"
"1","32","23","28","29"
"1","33","24","26","33"
"1","34","30","32","37"
"1","35","17","26","31"
"1","36","24","26","27"
"1","37","18","23","27"
"1","38","12","21","27"
"1","39","20","22","24"
"1","4","39","40","46"
"1","40","17","25","31"
"1","41","37","41","45"
"1","42","16","25","29"
"1","43","37","40","42"
"1","44","37","41","45"
"1","45","26","28","37"
"1","46","19","20","23"
"1","47","31","33","43"
"1","48","28","32","34"
"1","49","47","48","52"
"1","5","30","39","44"
"1","50","20","29","35"
"1","51","19","22","31"
"1","52","25","33","43"
"1","53","44","47","51"
"1","54","30","36","39"
"1","55","42","50","51"
"1","56","34","40","45"
"1","57","34","37","45"
"1","58","27","35","40"
"1","59","23","24","29"
"1","6","49","50","59"
"1","60","21","30","36"
"1","61","20","21","22"
"1","62","32","36","42"
"1","63","30","36","40"
"1","64","42","45","52"
"1","65","39","45","54"
"1","66","18","21","26"
"1","67","22","27","28"
"1","68","34","38","48"
"1","69","36","41","45"
"1","7","27","33","36"
"1","70","26","34","40"
"1","71","32","40","42"
"1","72","16","26","30"
"1","73","38","44","53"
"1","74","41","45","52"
"1","75","19","28","30"
"1","76","24","31","41"
"1","77","19","25","28"
"1","78","34","35","37"
"1","79","17","26","27"
"1","8","39","48","52"
"1","80","20","25","28"
"1","81","27","31","38"
"1","82","30","37","45"
"1","83","42","44","50"
"1","84","20","28","29"
"1","85","27","33","41"
"1","86","40","44","54"
"1","87","15","25","35"
"1","88","46","48","53"
"1","89","38","47","54"
"1","9","18","20","28"
"1","90","22","24","34"
"1","91","37","45","54"
"1","92","26","27","32"
"1","93","37","47","51"
"1","94","46","50","54"
"1","95","24","34","42"
"1","96","21","22","30"
