"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"7","1","47","57","63"
"7","10","41","46","49"
"7","11","33","43","51"
"7","12","35","44","45"
"7","13","51","60","67"
"7","14","53","57","64"
"7","15","44","51","57"
"7","16","48","56","58"
"7","17","55","58","61"
"7","18","48","58","59"
"7","19","48","52","56"
"7","2","46","52","53"
"7","20","36","44","48"
"7","21","45","51","61"
"7","22","49","57","66"
"7","23","39","43","44"
"7","24","40","50","54"
"7","3","36","45","48"
"7","4","38","48","49"
"7","5","32","41","47"
"7","6","47","57","58"
"7","7","49","53","56"
"7","8","50","57","58"
"7","9","55","58","59"
"8","25","47","48","50"
"8","26","52","55","64"
"8","27","37","43","46"
"8","28","39","44","47"
"8","29","56","58","64"
"8","30","38","42","48"
"8","31","44","46","49"
"8","32","41","42","43"
"8","33","38","45","54"
"8","34","49","53","55"
"8","35","40","47","48"
"8","36","50","54","55"
"8","37","52","53","54"
"8","38","33","42","47"
"8","39","47","56","63"
"8","40","35","40","42"
"8","41","41","47","52"
"8","42","42","47","48"
"8","43","49","52","55"
"8","44","53","59","61"
"8","45","46","53","61"
"8","46","42","43","47"
"8","47","41","42","50"
"8","48","48","57","62"
"9","49","42","44","51"
"9","50","41","42","46"
"9","51","42","51","55"
"9","52","49","52","60"
"9","53","53","60","62"
"9","54","42","43","53"
"9","55","38","42","45"
"9","56","46","56","60"
"9","57","41","47","50"
"9","58","49","56","59"
"9","59","39","45","49"
"9","60","48","53","61"
"9","61","40","41","49"
"9","62","47","56","66"
"9","63","40","41","50"
"9","64","36","45","50"
"9","65","45","46","53"
"9","66","43","48","54"
"9","67","40","42","45"
"9","68","44","53","62"
"9","69","49","52","62"
"9","70","48","49","57"
"9","71","40","48","54"
"9","72","46","47","50"
"10","73","46","53","57"
"10","74","45","50","51"
"10","75","45","47","49"
"10","76","46","53","61"
"10","77","54","59","67"
"10","78","52","58","63"
"10","79","48","51","53"
"10","80","47","57","66"
"10","81","45","54","58"
"10","82","52","58","67"
"10","83","34","41","50"
"10","84","41","44","51"
"10","85","48","53","61"
"10","86","44","48","56"
"10","87","43","50","52"
"10","88","53","58","61"
"10","89","38","45","46"
"10","90","44","48","56"
"10","91","49","56","64"
"10","92","34","44","54"
"10","93","45","47","48"
"10","94","46","54","55"
"10","95","42","45","50"
"10","96","38","40","46"
