"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"22","1","56","58","64"
"22","10","53","55","64"
"22","11","47","54","60"
"22","12","36","41","51"
"22","13","36","43","45"
"22","14","40","47","50"
"22","15","33","41","43"
"22","16","43","44","45"
"22","17","44","50","59"
"22","18","46","49","53"
"22","2","53","59","60"
"22","3","39","41","47"
"22","4","52","57","65"
"22","5","46","53","57"
"22","6","55","58","60"
"22","7","41","51","59"
"22","8","57","59","66"
"22","9","35","44","54"
"23","19","40","44","50"
"23","20","34","40","41"
"23","21","43","52","56"
"23","22","47","55","60"
"23","23","51","53","57"
"23","24","42","51","55"
"23","25","48","57","60"
"23","26","46","55","63"
"23","27","52","56","58"
"23","28","43","51","58"
"23","29","40","42","50"
"23","30","39","44","53"
"23","31","55","56","64"
"23","32","48","53","62"
"23","33","44","54","56"
"23","34","38","42","45"
"23","35","47","51","57"
"23","36","51","55","59"
"24","37","48","54","58"
"24","38","45","51","61"
"24","39","47","56","60"
"24","40","49","58","59"
"24","41","39","41","44"
"24","42","43","44","53"
"24","43","43","49","52"
"24","44","41","44","51"
"24","45","40","45","50"
"24","46","34","41","47"
"24","47","45","50","58"
"24","48","42","46","52"
"24","49","52","57","59"
"24","50","56","59","68"
"24","51","41","46","51"
"24","52","55","58","64"
"24","53","42","51","57"
"24","54","34","41","46"
