"ChargeID","CastID","CC","ChargeRoute"
"1","1","12","0-2-3"
"2","1","12","1-2-3"
"3","1","12","0-2-3"
"4","1","12","0-1-2-3"
"5","1","12","0-1-2-3"
"6","1","12","0-1-3"
"7","1","12","1-2-3"
"8","2","12","1-2-3"
"9","2","12","0-1-3"
"10","2","12","1-2-3"
"11","2","12","0-1-3"
"12","2","12","0-2-3"
"13","2","12","0-1-2-3"
"14","2","12","0-1-3"
"15","3","13","0-1-2-3"
"16","3","13","0-2-3"
"17","3","13","0-1-2-3"
"18","3","13","0-2-3"
"19","3","13","1-2-3"
"20","3","13","0-1-2-3"
"21","3","13","0-1-2-3"
"22","4","13","1-2-3"
"23","4","13","1-2-3"
"24","4","13","0-1-2-3"
"25","4","13","0-2-3"
"26","4","13","0-2-3"
"27","4","13","0-1-2-3"
"28","4","13","0-2-3"
"29","5","14","0-2-3"
"30","5","14","0-2-3"
"31","5","14","0-1-2-3"
"32","5","14","1-2-3"
"33","5","14","0-1-2-3"
"34","5","14","0-1-2-3"
"35","5","14","1-2-3"
"36","6","14","0-1-2-3"
"37","6","14","0-1-2-3"
"38","6","14","0-2-3"
"39","6","14","0-2-3"
"40","6","14","0-1-2-3"
"41","6","14","0-1-2-3"
"42","6","14","0-1-2-3"
"43","7","15","0-1-3"
"44","7","15","1-2-3"
"45","7","15","1-2-3"
"46","7","15","0-1-3"
"47","7","15","0-1-3"
"48","7","15","1-2-3"
"49","7","15","1-2-3"
"50","8","15","0-1-3"
"51","8","15","1-2-3"
"52","8","15","0-1-2-3"
"53","8","15","0-1-2-3"
"54","8","15","1-2-3"
"55","8","15","0-1-3"
