"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"12","1","53","55","65"
"12","10","34","43","50"
"12","11","40","42","45"
"12","12","37","40","46"
"12","13","56","59","65"
"12","14","50","53","59"
"12","2","49","58","65"
"12","3","32","40","46"
"12","4","55","58","59"
"12","5","48","57","64"
"12","6","37","42","43"
"12","7","45","55","65"
"12","8","32","42","49"
"12","9","36","43","45"
"13","15","36","42","52"
"13","16","41","43","49"
"13","17","39","47","49"
"13","18","34","41","42"
"13","19","52","53","57"
"13","20","47","48","51"
"13","21","48","57","62"
"13","22","44","49","59"
"13","23","35","43","47"
"13","24","58","60","65"
"13","25","49","55","61"
"13","26","41","47","48"
"13","27","49","50","52"
"13","28","39","42","43"
"14","29","46","55","56"
"14","30","39","44","48"
"14","31","45","47","51"
"14","32","41","46","55"
"14","33","51","58","59"
"14","34","38","46","56"
"14","35","52","53","59"
"14","36","33","40","46"
"14","37","48","50","60"
"14","38","50","58","63"
"14","39","52","60","62"
"14","40","39","41","47"
"14","41","37","44","48"
"14","42","47","52","59"
"15","43","42","47","54"
"15","44","44","52","57"
"15","45","44","48","50"
"15","46","40","48","55"
"15","47","45","47","56"
"15","48","38","42","47"
"15","49","50","54","59"
"15","50","45","48","49"
"15","51","41","45","46"
"15","52","39","45","55"
"15","53","36","43","48"
"15","54","46","53","62"
"15","55","50","60","63"
"15","56","48","55","63"
