"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","14","22","29"
"0","11","25","33","34"
"0","12","30","37","46"
"0","13","37","46","48"
"0","14","41","45","47"
"0","15","39","41","49"
"0","16","23","30","33"
"0","17","14","24","30"
"0","18","38","45","54"
"0","20","21","27","33"
"0","21","33","37","44"
"0","24","25","29","31"
"0","25","33","37","39"
"0","26","29","33","36"
"0","27","39","43","48"
"0","28","12","21","27"
"0","29","27","30","34"
"0","3","28","33","41"
"0","30","40","48","56"
"0","31","27","28","29"
"0","33","22","29","33"
"0","34","40","43","51"
"0","36","30","39","44"
"0","37","36","45","52"
"0","38","16","20","21"
"0","39","43","44","52"
"0","4","42","43","47"
"0","40","22","30","32"
"0","41","34","42","45"
"0","42","18","21","27"
"0","43","30","34","43"
"0","46","31","33","39"
"0","47","28","29","35"
"0","5","20","21","29"
"0","50","28","34","42"
"0","52","22","24","33"
"0","53","17","20","21"
"0","55","27","29","39"
"0","56","23","32","36"
"0","6","25","31","41"
"0","9","27","30","36"
"1","10","41","50","58"
"1","11","37","41","45"
"1","13","17","26","29"
"1","14","20","30","35"
"1","15","15","24","32"
"1","17","22","23","29"
"1","19","40","46","47"
"1","2","22","26","33"
"1","20","31","37","46"
"1","21","32","41","44"
"1","22","36","45","47"
"1","23","42","46","50"
"1","24","17","21","24"
"1","27","34","37","42"
"1","31","28","35","37"
"1","32","30","39","41"
"1","33","41","46","53"
"1","34","17","21","26"
"1","35","32","37","39"
"1","36","20","28","38"
"1","37","27","34","42"
"1","4","34","36","38"
"1","40","41","47","56"
"1","41","23","24","26"
"1","42","33","43","51"
"1","43","21","22","25"
"1","44","23","25","29"
"1","45","20","27","30"
"1","46","21","25","34"
"1","47","48","49","57"
"1","48","47","49","53"
"1","49","25","33","38"
"1","5","31","34","39"
"1","50","48","50","54"
"1","51","20","24","27"
"1","52","25","27","35"
"1","53","30","40","48"
"1","54","13","23","29"
"1","55","35","45","46"
"1","6","43","49","56"
"1","7","21","29","39"
"1","8","22","24","25"
"1","9","32","38","41"
"2","1","25","32","40"
"2","10","40","41","50"
"2","12","42","43","52"
"2","13","22","29","34"
"2","15","34","39","42"
"2","16","25","26","36"
"2","17","31","35","40"
"2","18","23","27","31"
"2","19","19","26","35"
"2","2","31","32","38"
"2","20","16","23","24"
"2","21","25","30","31"
"2","22","32","35","36"
"2","23","17","22","27"
"2","24","30","35","44"
"2","25","37","43","44"
"2","26","43","48","58"
"2","27","34","36","42"
"2","28","21","26","30"
"2","29","40","47","52"
"2","3","18","28","29"
"2","30","21","24","26"
"2","31","41","47","55"
"2","32","17","26","34"
"2","33","34","36","44"
"2","34","28","38","48"
"2","35","31","36","37"
"2","36","27","29","39"
"2","37","20","28","33"
"2","38","43","44","54"
"2","39","34","42","43"
"2","4","26","28","32"
"2","40","24","27","28"
"2","41","20","21","31"
"2","42","25","27","32"
"2","44","38","42","47"
"2","45","17","25","35"
"2","48","31","38","41"
"2","49","49","50","56"
"2","5","35","37","41"
"2","51","16","21","22"
"2","52","27","30","31"
"2","53","36","45","47"
"2","54","21","30","35"
"2","56","43","49","53"
"2","7","33","39","40"
"2","8","13","20","24"
