"ChargeID","CastID","CC","ChargeRoute"
"1","1","27","1-5-6"
"2","1","27","1-2-4-5-6"
"3","1","27","0-1-3-4-5-6"
"4","1","27","0-1-2-3-5-6"
"5","1","27","0-4-6"
"6","1","27","0-1-3-4-6"
"7","1","27","0-1-2-3-4-6"
"8","2","27","1-2-4-6"
"9","2","27","0-1-3-5-6"
"10","2","27","0-1-3-4-5-6"
"11","2","27","0-4-5-6"
"12","2","27","0-1-3-4-5-6"
"13","2","27","4-5-6"
"14","2","27","0-1-4-5-6"
"15","3","27","0-2-3-4-5-6"
"16","3","27","0-1-3-6"
"17","3","27","0-1-2-3-4-5-6"
"18","3","27","0-1-2-3-4-5-6"
"19","3","27","0-1-2-3-4-5-6"
"20","3","27","1-2-3-5-6"
"21","3","27","0-1-2-3-4-5-6"
"22","4","28","0-1-2-4-6"
"23","4","28","1-3-4-5-6"
"24","4","28","1-2-4-5-6"
"25","4","28","0-1-2-3-4-6"
"26","4","28","3-5-6"
"27","4","28","2-5-6"
"28","4","28","0-1-2-3-4-5-6"
"29","5","28","0-1-2-3-6"
"30","5","28","0-5-6"
"31","5","28","0-1-3-4-6"
"32","5","28","1-2-3-4-5-6"
"33","5","28","1-2-4-5-6"
"34","5","28","0-2-4-5-6"
"35","5","28","1-2-3-4-5-6"
"36","6","28","0-1-3-4-5-6"
"37","6","28","1-2-4-5-6"
"38","6","28","0-1-6"
"39","6","28","0-3-6"
"40","6","28","0-1-2-4-5-6"
"41","6","28","2-3-4-5-6"
"42","6","28","2-5-6"
"43","7","29","0-1-5-6"
"44","7","29","0-2-3-4-5-6"
"45","7","29","0-1-2-6"
"46","7","29","0-1-2-3-4-5-6"
"47","7","29","0-1-2-3-4-5-6"
"48","7","29","4-5-6"
"49","7","29","0-1-3-6"
"50","8","29","1-2-3-4-5-6"
"51","8","29","1-2-3-6"
"52","8","29","0-1-2-4-6"
"53","8","29","0-1-2-4-6"
"54","8","29","1-2-3-4-6"
"55","8","29","0-2-6"
"56","8","29","0-1-3-5-6"
"57","9","29","0-1-2-3-4-6"
"58","9","29","0-1-2-3-4-5-6"
"59","9","29","0-1-2-4-6"
"60","9","29","0-1-3-6"
"61","9","29","0-1-2-3-4-5-6"
"62","9","29","2-3-4-5-6"
"63","9","29","0-1-3-5-6"
"64","10","30","0-1-2-3-4-5-6"
"65","10","30","0-1-2-3-6"
"66","10","30","2-3-5-6"
"67","10","30","0-1-2-3-6"
"68","10","30","0-1-2-3-4-5-6"
"69","10","30","0-1-2-4-5-6"
"70","10","30","0-2-3-4-5-6"
"71","11","30","1-2-4-5-6"
"72","11","30","0-2-3-6"
"73","11","30","1-2-3-4-5-6"
"74","11","30","0-2-4-5-6"
"75","11","30","0-1-2-3-4-6"
"76","11","30","1-3-4-6"
"77","11","30","0-1-2-3-4-5-6"
"78","12","30","0-1-2-3-4-5-6"
"79","12","30","0-1-2-3-6"
"80","12","30","0-2-3-4-5-6"
"81","12","30","0-1-2-3-4-6"
"82","12","30","0-2-3-4-5-6"
"83","12","30","0-1-2-5-6"
