"ChargeID","CastID","CC","ChargeRoute"
"1","1","26","0-1-2-3-6"
"2","1","26","1-2-3-4-6"
"3","1","26","0-2-3-5-6"
"4","1","26","0-1-2-3-4-5-6"
"5","1","26","0-4-5-6"
"6","1","26","0-1-2-4-5-6"
"7","1","26","0-2-3-4-6"
"8","2","26","1-2-3-4-5-6"
"9","2","26","2-3-4-5-6"
"10","2","26","1-4-6"
"11","2","26","0-1-2-4-5-6"
"12","2","26","1-2-3-4-6"
"13","2","26","0-1-4-5-6"
"14","2","26","0-1-3-4-5-6"
"15","3","26","0-1-3-4-5-6"
"16","3","26","0-1-3-4-5-6"
"17","3","26","4-5-6"
"18","3","26","0-1-2-3-5-6"
"19","3","26","0-1-3-4-6"
"20","3","26","0-1-3-4-5-6"
"21","3","26","1-3-4-6"
"22","4","26","1-2-4-6"
"23","4","26","1-3-4-5-6"
"24","4","26","0-2-4-5-6"
"25","4","26","0-1-3-6"
"26","4","26","0-1-2-4-5-6"
"27","4","26","2-3-6"
"28","4","26","1-2-3-4-5-6"
"29","5","27","1-2-3-6"
"30","5","27","1-2-3-4-5-6"
"31","5","27","0-2-3-5-6"
"32","5","27","0-1-3-5-6"
"33","5","27","0-1-2-3-4-5-6"
"34","5","27","0-2-3-4-5-6"
"35","5","27","0-1-2-3-4-6"
"36","6","27","0-1-3-4-5-6"
"37","6","27","0-1-2-3-6"
"38","6","27","0-2-3-4-6"
"39","6","27","0-4-6"
"40","6","27","0-2-4-5-6"
"41","6","27","1-3-4-5-6"
"42","6","27","0-1-2-4-5-6"
"43","7","27","1-3-4-5-6"
"44","7","27","1-2-3-4-5-6"
"45","7","27","0-5-6"
"46","7","27","0-1-3-4-6"
"47","7","27","0-1-2-3-4-5-6"
"48","7","27","0-1-4-5-6"
"49","7","27","0-1-3-4-5-6"
"50","8","27","1-2-5-6"
"51","8","27","0-1-3-4-5-6"
"52","8","27","0-1-3-4-6"
"53","8","27","0-1-2-3-4-6"
"54","8","27","0-2-3-4-6"
"55","8","27","0-1-2-5-6"
"56","8","27","1-2-4-5-6"
"57","9","28","0-1-3-4-6"
"58","9","28","0-2-4-6"
"59","9","28","0-1-2-3-4-5-6"
"60","9","28","0-1-2-3-4-6"
"61","9","28","0-2-3-5-6"
"62","9","28","1-2-3-4-5-6"
"63","9","28","2-3-4-5-6"
"64","10","28","3-4-5-6"
"65","10","28","0-1-2-4-6"
"66","10","28","0-2-3-5-6"
"67","10","28","1-3-4-5-6"
"68","10","28","2-4-5-6"
"69","10","28","0-1-2-3-4-5-6"
"70","10","28","0-1-2-3-4-5-6"
"71","11","28","0-1-2-3-4-5-6"
"72","11","28","0-1-3-4-5-6"
"73","11","28","0-1-2-3-4-5-6"
"74","11","28","0-2-3-4-5-6"
"75","11","28","0-3-6"
"76","11","28","0-1-2-3-5-6"
"77","11","28","0-2-4-5-6"
"78","12","28","0-1-3-4-5-6"
"79","12","28","0-2-3-4-5-6"
"80","12","28","1-2-3-4-5-6"
"81","12","28","0-1-3-5-6"
"82","12","28","0-1-2-3-6"
"83","12","28","0-1-2-3-4-5-6"
"84","12","28","1-2-6"
"85","13","29","0-1-2-4-6"
"86","13","29","0-1-3-4-5-6"
"87","13","29","0-1-4-5-6"
"88","13","29","1-5-6"
"89","13","29","2-3-5-6"
"90","13","29","1-2-4-6"
"91","13","29","0-1-3-5-6"
"92","14","29","0-1-2-4-5-6"
"93","14","29","0-1-3-4-6"
"94","14","29","0-1-2-3-4-5-6"
"95","14","29","1-2-3-5-6"
"96","14","29","0-1-2-3-5-6"
"97","14","29","0-3-6"
"98","14","29","0-4-6"
"99","15","29","1-2-4-6"
"100","15","29","4-5-6"
"101","15","29","2-3-4-5-6"
"102","15","29","0-1-2-3-4-5-6"
"103","15","29","0-1-2-3-6"
"104","15","29","1-2-3-5-6"
"105","15","29","2-3-4-6"
"106","16","29","0-2-3-4-5-6"
"107","16","29","0-1-2-3-5-6"
"108","16","29","0-1-3-4-5-6"
"109","16","29","0-1-2-3-5-6"
"110","16","29","0-1-2-3-4-5-6"
"111","16","29","0-1-3-4-6"
