"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"26","1","50","59","67"
"26","10","45","50","55"
"26","11","32","40","49"
"26","12","51","55","58"
"26","13","48","57","61"
"26","14","36","43","51"
"26","15","52","57","61"
"26","16","36","40","41"
"26","17","45","46","47"
"26","18","37","47","52"
"26","19","38","41","42"
"26","2","46","52","60"
"26","20","47","54","58"
"26","21","39","49","58"
"26","22","38","48","55"
"26","23","42","47","50"
"26","24","39","46","53"
"26","25","50","58","61"
"26","26","41","51","54"
"26","27","53","58","66"
"26","28","39","43","52"
"26","3","39","40","47"
"26","4","47","50","60"
"26","5","39","49","55"
"26","6","36","42","50"
"26","7","37","40","50"
"26","8","47","48","50"
"26","9","37","40","48"
"27","29","44","51","52"
"27","30","40","41","45"
"27","31","35","40","50"
"27","32","45","54","58"
"27","33","36","46","55"
"27","34","50","58","63"
"27","35","39","48","56"
"27","36","55","60","66"
"27","37","37","44","45"
"27","38","36","46","55"
"27","39","44","50","58"
"27","40","45","48","49"
"27","41","38","46","54"
"27","42","51","54","63"
"27","43","50","54","61"
"27","44","38","40","46"
"27","45","33","43","45"
"27","46","55","58","66"
"27","47","37","47","50"
"27","48","47","55","60"
"27","49","36","43","53"
"27","50","54","55","56"
"27","51","41","44","52"
"27","52","58","60","62"
"27","53","43","47","57"
"27","54","42","47","54"
"27","55","39","40","42"
"27","56","59","60","63"
"28","57","52","55","64"
"28","58","38","48","51"
"28","59","51","58","60"
"28","60","44","51","53"
"28","61","46","56","58"
"28","62","39","44","49"
"28","63","50","55","57"
"28","64","44","53","58"
"28","65","43","46","53"
"28","66","49","55","65"
"28","67","43","51","55"
"28","68","49","56","64"
"28","69","40","45","50"
"28","70","48","53","62"
"28","71","44","52","60"
"28","72","41","50","54"
"28","73","41","51","54"
"28","74","48","51","56"
"28","75","45","54","64"
"28","76","47","50","54"
"28","77","38","41","45"
"28","78","39","44","52"
"28","79","54","59","60"
"28","80","51","60","62"
"28","81","48","58","60"
"28","82","38","40","50"
"28","83","43","44","52"
"28","84","42","52","56"
"29","100","37","47","55"
"29","101","45","50","58"
"29","102","46","47","55"
"29","103","46","49","58"
"29","104","50","54","55"
"29","105","37","43","50"
"29","106","48","52","53"
"29","107","48","51","54"
"29","108","38","44","50"
"29","109","33","40","49"
"29","110","34","41","49"
"29","111","39","40","45"
"29","112","38","47","51"
"29","85","45","54","56"
"29","86","37","45","46"
"29","87","54","58","67"
"29","88","48","50","55"
"29","89","45","49","50"
"29","90","53","60","65"
"29","91","45","54","56"
"29","92","47","57","64"
"29","93","47","52","53"
"29","94","41","49","52"
"29","95","32","40","50"
"29","96","38","46","54"
"29","97","38","44","53"
"29","98","46","49","59"
"29","99","40","48","49"
