"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","18","28","29"
"0","102","31","33","35"
"0","103","26","36","40"
"0","106","33","42","44"
"0","107","23","31","34"
"0","108","10","20","29"
"0","109","36","38","48"
"0","11","34","36","40"
"0","110","39","48","55"
"0","111","13","22","28"
"0","112","35","41","51"
"0","13","40","48","50"
"0","14","25","34","36"
"0","15","44","48","51"
"0","16","21","26","34"
"0","18","21","31","32"
"0","19","15","24","29"
"0","20","21","23","29"
"0","24","22","28","30"
"0","25","36","38","42"
"0","26","39","41","51"
"0","3","36","39","49"
"0","31","27","34","41"
"0","32","33","34","37"
"0","33","37","45","54"
"0","34","23","30","31"
"0","35","24","28","29"
"0","36","36","37","41"
"0","37","30","34","42"
"0","38","33","39","49"
"0","39","25","34","37"
"0","4","34","35","39"
"0","40","24","32","33"
"0","42","27","34","41"
"0","45","34","41","50"
"0","46","18","20","23"
"0","47","31","33","42"
"0","48","35","38","42"
"0","49","34","38","39"
"0","5","18","26","33"
"0","51","30","39","43"
"0","52","15","22","32"
"0","53","22","29","33"
"0","54","37","46","50"
"0","55","37","45","53"
"0","57","26","35","43"
"0","58","21","24","34"
"0","59","41","48","56"
"0","6","37","46","51"
"0","60","41","46","53"
"0","61","37","42","45"
"0","65","40","48","57"
"0","66","23","31","33"
"0","69","19","21","28"
"0","7","30","31","32"
"0","70","16","25","29"
"0","71","40","43","44"
"0","72","19","20","30"
"0","73","48","50","58"
"0","74","46","48","52"
"0","75","29","35","42"
"0","76","32","41","43"
"0","77","28","37","41"
"0","78","47","50","52"
"0","79","15","21","25"
"0","81","46","49","56"
"0","82","43","47","54"
"0","83","41","43","48"
"0","85","31","34","44"
"0","86","19","22","32"
"0","87","25","31","40"
"0","91","38","44","47"
"0","92","38","40","43"
"0","93","35","44","47"
"0","94","49","50","59"
"0","96","28","33","34"
"0","97","38","43","45"
"0","98","38","44","51"
"1","1","34","35","41"
"1","10","24","31","41"
"1","102","20","25","29"
"1","103","25","26","30"
"1","104","44","46","48"
"1","107","25","27","31"
"1","108","29","30","36"
"1","109","15","23","29"
"1","11","31","41","48"
"1","110","27","35","45"
"1","111","35","37","38"
"1","112","30","39","42"
"1","12","47","49","53"
"1","13","28","31","36"
"1","14","38","41","43"
"1","15","42","50","57"
"1","16","31","40","50"
"1","18","40","43","44"
"1","19","40","43","51"
"1","2","24","25","31"
"1","20","22","31","38"
"1","21","23","32","36"
"1","22","18","21","28"
"1","23","44","48","56"
"1","25","19","22","26"
"1","26","24","33","38"
"1","28","42","48","50"
"1","29","33","43","45"
"1","30","27","28","32"
"1","32","31","37","42"
"1","33","26","31","32"
"1","35","38","46","55"
"1","36","26","28","31"
"1","37","31","36","43"
"1","4","21","25","26"
"1","41","17","20","29"
"1","42","30","31","35"
"1","43","41","48","54"
"1","44","20","22","29"
"1","46","37","41","45"
"1","47","28","32","41"
"1","48","29","34","42"
"1","49","41","47","52"
"1","50","25","34","36"
"1","51","16","21","26"
"1","52","33","43","53"
"1","53","12","21","29"
"1","55","40","43","49"
"1","56","38","45","51"
"1","57","34","40","50"
"1","59","16","20","30"
"1","6","37","42","48"
"1","60","24","30","37"
"1","62","27","32","38"
"1","65","27","31","33"
"1","67","45","49","59"
"1","69","25","26","29"
"1","70","28","38","44"
"1","71","38","42","46"
"1","72","38","43","49"
"1","73","36","38","45"
"1","76","24","29","33"
"1","78","30","33","35"
"1","8","23","30","33"
"1","80","11","21","30"
"1","81","14","22","25"
"1","82","18","26","30"
"1","83","15","20","25"
"1","84","30","38","48"
"1","85","43","45","49"
"1","86","22","24","29"
"1","87","49","50","53"
"1","88","43","50","52"
"1","90","32","34","42"
"1","91","24","26","35"
"1","92","22","25","26"
"1","93","43","48","53"
"1","94","36","44","49"
"1","95","13","21","24"
"1","96","34","42","52"
"1","99","15","25","31"
"2","1","21","25","31"
"2","101","30","38","48"
"2","102","19","27","28"
