"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"20","1","37","40","50"
"20","10","34","44","45"
"20","11","32","42","50"
"20","12","52","60","64"
"20","13","41","42","47"
"20","14","40","45","54"
"20","15","51","55","61"
"20","16","46","49","54"
"20","17","37","45","52"
"20","18","40","42","43"
"20","19","39","40","49"
"20","2","34","43","50"
"20","20","36","45","50"
"20","21","51","60","69"
"20","22","54","59","63"
"20","23","44","51","53"
"20","24","44","45","53"
"20","25","49","57","64"
"20","26","54","56","66"
"20","27","54","58","64"
"20","28","35","45","50"
"20","3","47","55","58"
"20","4","40","45","48"
"20","5","38","40","47"
"20","6","34","43","45"
"20","7","47","50","58"
"20","8","44","48","56"
"20","9","48","58","63"
"21","29","48","54","61"
"21","30","39","45","52"
"21","31","47","57","60"
"21","32","52","54","57"
"21","33","56","59","67"
"21","34","48","57","60"
"21","35","38","41","42"
"21","36","44","48","57"
"21","37","39","43","45"
"21","38","39","44","49"
"21","39","55","56","61"
"21","40","52","60","62"
"21","41","41","51","53"
"21","42","44","51","58"
"21","43","50","56","59"
"21","44","52","57","67"
"21","45","54","56","58"
"21","46","38","43","50"
"21","47","33","41","46"
"21","48","36","44","48"
"21","49","52","59","69"
"21","50","40","49","51"
"21","51","50","59","69"
"21","52","56","59","61"
"21","53","38","42","47"
"21","54","45","51","53"
"21","55","45","55","58"
"21","56","48","50","59"
"22","57","44","48","50"
"22","58","50","59","68"
"22","59","45","52","58"
"22","60","42","45","54"
"22","61","50","51","60"
"22","62","39","48","56"
"22","63","37","40","43"
"22","64","55","60","67"
"22","65","38","41","42"
"22","66","38","42","47"
"22","67","41","50","55"
"22","68","56","58","64"
"22","69","47","53","56"
"22","70","42","49","55"
"22","71","46","55","57"
"22","72","45","49","53"
"22","73","41","47","51"
"22","74","48","58","59"
"22","75","41","45","53"
"22","76","45","55","59"
"22","77","41","46","47"
"22","78","52","53","62"
"22","79","43","46","53"
"22","80","50","59","67"
"22","81","50","57","65"
"22","82","57","59","63"
"22","83","50","53","63"
"22","84","36","46","54"
"23","100","54","58","59"
"23","101","41","50","54"
"23","102","39","48","56"
"23","103","33","40","42"
"23","104","51","60","67"
"23","105","42","51","59"
"23","106","50","59","66"
"23","107","43","45","53"
"23","108","46","52","60"
"23","109","50","54","55"
"23","110","53","60","69"
"23","111","46","50","55"
"23","112","42","48","56"
"23","85","41","49","59"
"23","86","49","55","61"
"23","87","52","53","59"
"23","88","39","47","49"
"23","89","52","59","69"
"23","90","53","60","66"
"23","91","56","58","61"
"23","92","31","40","45"
"23","93","51","56","57"
"23","94","48","52","58"
"23","95","44","52","62"
"23","96","56","60","68"
"23","97","39","46","55"
"23","98","41","45","54"
"23","99","48","50","56"
