"ChargeID","CastID","CC","ChargeRoute"
"1","1","20","0-2-3-4"
"2","1","20","0-1-3-4"
"3","1","20","0-1-3-4"
"4","1","20","2-3-4"
"5","1","20","1-3-4"
"6","1","20","0-1-2-3-4"
"7","1","20","1-2-3-4"
"8","2","20","2-3-4"
"9","2","20","0-1-2-3-4"
"10","2","20","0-1-2-4"
"11","2","20","0-1-2-3-4"
"12","2","20","0-1-2-3-4"
"13","2","20","1-2-4"
"14","2","20","0-1-4"
"15","3","20","0-1-2-3-4"
"16","3","20","0-2-3-4"
"17","3","20","2-3-4"
"18","3","20","0-1-2-3-4"
"19","3","20","0-2-3-4"
"20","3","20","0-1-2-4"
"21","3","20","0-1-2-3-4"
"22","4","20","0-1-2-4"
"23","4","20","0-1-2-4"
"24","4","20","0-2-3-4"
"25","4","20","0-3-4"
"26","4","20","2-3-4"
"27","4","20","0-2-4"
"28","4","20","0-1-2-3-4"
"29","5","21","0-1-2-3-4"
"30","5","21","2-3-4"
"31","5","21","1-2-3-4"
"32","5","21","0-2-4"
"33","5","21","0-1-2-4"
"34","5","21","0-1-2-3-4"
"35","5","21","0-1-3-4"
"36","6","21","2-3-4"
"37","6","21","0-3-4"
"38","6","21","0-1-2-3-4"
"39","6","21","1-3-4"
"40","6","21","0-1-2-4"
"41","6","21","0-3-4"
"42","6","21","0-2-4"
"43","7","21","0-1-2-4"
"44","7","21","0-1-2-3-4"
"45","7","21","0-1-2-3-4"
"46","7","21","2-3-4"
"47","7","21","0-2-3-4"
"48","7","21","1-2-3-4"
"49","7","21","0-1-2-3-4"
"50","8","21","0-1-2-3-4"
"51","8","21","0-2-3-4"
"52","8","21","0-1-3-4"
"53","8","21","0-1-3-4"
"54","8","21","0-2-3-4"
"55","8","21","1-3-4"
"56","8","21","1-2-3-4"
"57","9","22","0-1-3-4"
"58","9","22","2-3-4"
"59","9","22","1-2-3-4"
"60","9","22","2-3-4"
"61","9","22","1-2-4"
"62","9","22","0-1-2-4"
"63","9","22","0-1-2-4"
"64","10","22","0-1-2-4"
"65","10","22","0-1-2-4"
"66","10","22","0-1-4"
"67","10","22","1-2-4"
"68","10","22","0-2-3-4"
"69","10","22","0-1-2-4"
"70","10","22","0-1-2-3-4"
"71","11","22","0-1-2-4"
"72","11","22","0-2-4"
"73","11","22","0-2-3-4"
"74","11","22","0-2-3-4"
"75","11","22","0-1-2-3-4"
"76","11","22","0-1-2-3-4"
"77","11","22","0-1-4"
"78","12","22","0-2-3-4"
"79","12","22","1-2-3-4"
"80","12","22","1-2-3-4"
"81","12","22","0-1-2-4"
"82","12","22","0-1-2-4"
"83","12","22","0-2-3-4"
"84","12","22","2-3-4"
"85","13","23","0-2-3-4"
"86","13","23","0-1-2-4"
"87","13","23","0-2-3-4"
"88","13","23","1-2-4"
"89","13","23","0-1-2-4"
"90","13","23","1-3-4"
"91","13","23","0-2-3-4"
"92","14","23","0-1-3-4"
"93","14","23","0-1-2-3-4"
"94","14","23","0-1-2-3-4"
"95","14","23","0-1-2-3-4"
"96","14","23","0-2-4"
"97","14","23","0-1-2-3-4"
"98","14","23","0-1-2-3-4"
"99","15","23","0-1-2-3-4"
"100","15","23","1-3-4"
"101","15","23","0-1-3-4"
"102","15","23","0-2-4"
"103","15","23","0-2-3-4"
"104","15","23","0-1-2-4"
"105","15","23","2-3-4"
"106","16","23","0-1-2-3-4"
"107","16","23","0-2-3-4"
"108","16","23","0-1-2-3-4"
"109","16","23","1-2-3-4"
"110","16","23","0-1-3-4"
"111","16","23","0-1-3-4"
