"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","23","26","31"
"0","10","30","35","42"
"0","100","44","45","53"
"0","101","28","32","40"
"0","102","28","34","36"
"0","103","16","20","23"
"0","104","26","27","28"
"0","105","13","22","31"
"0","106","29","30","37"
"0","107","44","50","60"
"0","108","23","24","27"
"0","109","39","48","58"
"0","11","35","37","39"
"0","110","46","48","53"
"0","111","19","25","33"
"0","112","15","20","25"
"0","12","18","26","36"
"0","13","21","25","33"
"0","14","25","29","30"
"0","15","19","28","30"
"0","16","24","33","36"
"0","17","24","30","39"
"0","18","29","34","36"
"0","19","45","49","50"
"0","2","22","28","36"
"0","20","43","50","57"
"0","21","40","48","58"
"0","22","19","27","31"
"0","23","17","22","31"
"0","24","21","26","27"
"0","25","22","28","30"
"0","26","37","43","50"
"0","27","18","21","22"
"0","28","31","39","49"
"0","29","43","50","53"
"0","3","35","42","45"
"0","30","39","42","52"
"0","31","40","41","47"
"0","32","38","47","55"
"0","33","22","25","35"
"0","34","45","46","55"
"0","35","15","22","29"
"0","36","33","40","46"
"0","37","22","30","40"
"0","38","36","41","44"
"0","39","18","26","28"
"0","4","26","31","37"
"0","40","26","36","44"
"0","41","37","40","43"
"0","42","31","39","45"
"0","43","29","34","37"
"0","44","37","44","46"
"0","45","42","47","54"
"0","46","22","28","36"
"0","47","14","21","31"
"0","48","42","49","59"
"0","49","32","35","37"
"0","5","17","23","28"
"0","50","42","45","48"
"0","51","14","24","33"
"0","52","20","25","31"
"0","53","29","38","47"
"0","54","25","30","40"
"0","55","22","30","32"
"0","56","30","38","48"
"0","57","26","27","37"
"0","58","39","45","53"
"0","59","20","25","34"
"0","6","28","32","39"
"0","60","19","28","33"
"0","61","22","23","32"
"0","62","23","31","32"
"0","63","42","50","51"
"0","64","44","48","52"
"0","65","12","22","32"
"0","66","34","35","40"
"0","67","10","20","24"
"0","68","28","30","34"
"0","69","20","25","26"
"0","7","35","38","42"
"0","70","19","25","29"
"0","71","12","22","31"
"0","72","35","37","42"
"0","73","32","40","49"
"0","74","21","26","34"
"0","75","33","39","45"
"0","76","33","37","41"
"0","77","36","40","44"
"0","78","19","25","31"
"0","79","36","37","45"
"0","8","19","25","26"
"0","80","39","44","54"
"0","81","19","28","38"
"0","82","42","43","50"
"0","83","37","45","51"
"0","84","34","44","45"
"0","85","15","22","23"
"0","86","16","26","28"
"0","87","35","39","43"
"0","88","13","22","26"
"0","89","38","45","52"
"0","9","16","26","36"
"0","90","36","42","50"
"0","91","34","40","42"
"0","92","46","48","53"
"0","93","41","48","51"
"0","94","26","28","35"
"0","95","34","39","43"
"0","96","42","47","57"
"0","97","23","29","35"
"0","98","36","46","53"
"0","99","26","27","37"
"1","1","33","37","40"
"1","10","39","45","46"
"1","100","34","39","48"
"1","101","36","40","47"
"1","102","22","25","32"
"1","103","38","42","47"
"1","104","43","49","56"
"1","105","38","46","51"
"1","106","31","36","37"
"1","107","13","22","24"
"1","108","10","20","25"
"1","109","22","29","35"
"1","11","24","33","41"
"1","110","17","22","23"
"1","111","27","32","37"
"1","112","11","20","28"
"1","12","38","41","43"
"1","13","35","39","45"
"1","14","24","33","38"
"1","15","34","41","42"
"1","16","16","23","29"
"1","17","21","25","34"
"1","18","42","49","56"
"1","19","17","23","30"
"1","2","31","37","45"
"1","20","37","40","48"
"1","21","20","23","24"
"1","22","19","27","37"
"1","23","37","47","50"
"1","24","25","32","41"
"1","25","34","37","41"
"1","26","32","40","43"
"1","27","27","28","30"
"1","28","20","30","31"
"1","29","28","37","47"
"1","3","46","50","55"
"1","30","30","37","41"
"1","31","31","35","41"
"1","32","30","32","38"
"1","33","21","25","35"
"1","34","19","26","36"
"1","35","21","30","32"
"1","36","36","38","45"
"1","37","34","44","48"
"1","38","33","42","45"
"1","39","33","39","43"
"1","4","24","30","36"
"1","40","32","36","40"
"1","41","41","43","51"
"1","42","45","48","49"
"1","43","36","46","53"
"1","44","14","22","27"
"1","45","44","46","50"
"1","46","46","48","50"
"1","47","19","28","34"
"1","48","39","49","52"
"1","49","45","50","54"
"1","5","25","31","36"
"1","50","26","35","36"
"1","51","35","38","43"
"1","52","41","47","49"
"1","53","48","50","53"
"1","54","19","25","31"
"1","55","32","42","43"
"1","56","27","35","40"
"1","57","39","42","49"
"1","58","27","28","29"
"1","59","40","43","51"
"1","6","40","48","51"
"1","60","25","26","32"
"1","61","48","49","58"
"1","62","20","25","35"
"1","63","24","27","31"
"1","64","31","40","47"
"1","65","37","43","44"
"1","66","49","50","52"
"1","67","23","26","35"
"1","68","32","37","41"
"1","69","17","25","26"
"1","7","32","42","50"
"1","70","36","42","50"
"1","71","33","37","47"
"1","72","28","38","39"
"1","73","19","29","30"
"1","74","34","36","42"
"1","75","18","25","30"
"1","76","43","46","51"
"1","77","30","39","45"
"1","78","41","43","48"
"1","79","31","40","45"
"1","8","34","36","37"
"1","80","25","29","38"
"1","81","43","46","56"
"1","82","31","38","39"
"1","83","30","32","38"
"1","84","35","37","39"
"1","85","46","50","53"
"1","86","42","47","51"
"1","87","34","44","47"
"1","88","47","48","57"
"1","89","20","21","23"
"1","9","42","43","46"
"1","90","39","47","52"
"1","91","27","31","35"
"1","92","19","24","29"
"1","93","33","42","50"
"1","94","43","46","56"
"1","95","20","28","36"
"1","96","22","24","34"
"1","97","40","49","58"
"1","98","38","48","49"
"1","99","36","39","48"
