"ChargeID","CastID","CC","ChargeRoute"
"1","1","7","0-1-2"
"2","1","7","0-1-2"
"3","1","7","0-1-2"
"4","1","7","0-1-2"
"5","1","7","0-1-2"
"6","1","7","0-1-2"
"7","1","7","0-1-2"
"8","2","7","0-1-2"
"9","2","7","0-1-2"
"10","2","7","0-1-2"
"11","2","7","0-1-2"
"12","2","7","0-1-2"
"13","2","7","0-1-2"
"14","2","7","0-1-2"
"15","3","7","0-1-2"
"16","3","7","0-1-2"
"17","3","7","0-1-2"
"18","3","7","0-1-2"
"19","3","7","0-1-2"
"20","3","7","0-1-2"
"21","3","7","0-1-2"
"22","4","7","0-1-2"
"23","4","7","0-1-2"
"24","4","7","0-1-2"
"25","4","7","0-1-2"
"26","4","7","0-1-2"
"27","4","7","0-1-2"
"28","4","7","0-1-2"
"29","5","8","0-1-2"
"30","5","8","0-1-2"
"31","5","8","0-1-2"
"32","5","8","0-1-2"
"33","5","8","0-1-2"
"34","5","8","0-1-2"
"35","5","8","0-1-2"
"36","6","8","0-1-2"
"37","6","8","0-1-2"
"38","6","8","0-1-2"
"39","6","8","0-1-2"
"40","6","8","0-1-2"
"41","6","8","0-1-2"
"42","6","8","0-1-2"
"43","7","8","0-1-2"
"44","7","8","0-1-2"
"45","7","8","0-1-2"
"46","7","8","0-1-2"
"47","7","8","0-1-2"
"48","7","8","0-1-2"
"49","7","8","0-1-2"
"50","8","8","0-1-2"
"51","8","8","0-1-2"
"52","8","8","0-1-2"
"53","8","8","0-1-2"
"54","8","8","0-1-2"
"55","8","8","0-1-2"
"56","8","8","0-1-2"
"57","9","9","0-1-2"
"58","9","9","0-1-2"
"59","9","9","0-1-2"
"60","9","9","0-1-2"
"61","9","9","0-1-2"
"62","9","9","0-1-2"
"63","9","9","0-1-2"
"64","10","9","0-1-2"
"65","10","9","0-1-2"
"66","10","9","0-1-2"
"67","10","9","0-1-2"
"68","10","9","0-1-2"
"69","10","9","0-1-2"
"70","10","9","0-1-2"
"71","11","9","0-1-2"
"72","11","9","0-1-2"
"73","11","9","0-1-2"
"74","11","9","0-1-2"
"75","11","9","0-1-2"
"76","11","9","0-1-2"
"77","11","9","0-1-2"
"78","12","9","0-1-2"
"79","12","9","0-1-2"
"80","12","9","0-1-2"
"81","12","9","0-1-2"
"82","12","9","0-1-2"
"83","12","9","0-1-2"
"84","12","9","0-1-2"
"85","13","10","0-1-2"
"86","13","10","0-1-2"
"87","13","10","0-1-2"
"88","13","10","0-1-2"
"89","13","10","0-1-2"
"90","13","10","0-1-2"
"91","13","10","0-1-2"
"92","14","10","0-1-2"
"93","14","10","0-1-2"
"94","14","10","0-1-2"
"95","14","10","0-1-2"
"96","14","10","0-1-2"
"97","14","10","0-1-2"
"98","14","10","0-1-2"
"99","15","10","0-1-2"
"100","15","10","0-1-2"
"101","15","10","0-1-2"
"102","15","10","0-1-2"
"103","15","10","0-1-2"
"104","15","10","0-1-2"
"105","15","10","0-1-2"
"106","16","10","0-1-2"
"107","16","10","0-1-2"
"108","16","10","0-1-2"
"109","16","10","0-1-2"
"110","16","10","0-1-2"
"111","16","10","0-1-2"
