"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"13","1","54","55","57"
"13","10","38","47","52"
"13","11","41","44","48"
"13","12","50","56","66"
"13","13","36","40","44"
"13","14","43","53","58"
"13","15","48","54","60"
"13","16","34","44","46"
"13","17","53","57","66"
"13","18","37","44","46"
"13","19","34","42","47"
"13","2","43","47","52"
"13","20","40","42","44"
"13","21","50","59","60"
"13","22","49","56","64"
"13","23","41","44","52"
"13","24","56","57","65"
"13","25","53","59","66"
"13","26","41","44","53"
"13","27","39","42","50"
"13","28","50","54","56"
"13","3","48","57","67"
"13","4","57","58","59"
"13","5","38","47","50"
"13","6","52","60","69"
"13","7","56","57","62"
"13","8","51","57","64"
"13","9","51","52","62"
"14","29","47","54","59"
"14","30","44","51","57"
"14","31","39","47","54"
"14","32","40","44","48"
"14","33","52","58","62"
"14","34","55","57","65"
"14","35","48","51","57"
"14","36","48","50","51"
"14","37","42","50","55"
"14","38","41","47","50"
"14","39","48","54","55"
"14","40","50","60","68"
"14","41","42","52","58"
"14","42","41","48","51"
"14","43","36","40","46"
"14","44","55","56","61"
"14","45","40","45","47"
"14","46","45","49","58"
"14","47","44","52","57"
"14","48","38","43","51"
"14","49","33","40","44"
"14","50","50","59","65"
"14","51","57","60","70"
"14","52","45","51","60"
"14","53","46","55","65"
"14","54","45","53","56"
"14","55","40","50","59"
"14","56","51","58","62"
"15","57","55","58","67"
"15","58","37","40","43"
"15","59","45","48","55"
"15","60","47","52","61"
"15","61","35","40","45"
"15","62","48","58","59"
"15","63","35","40","43"
"15","64","50","51","56"
"15","65","35","42","52"
"15","66","31","41","51"
"15","67","43","45","48"
"15","68","42","50","60"
"15","69","40","48","55"
"15","70","52","57","59"
"15","71","33","42","52"
"15","72","46","54","61"
"15","73","51","52","53"
"15","74","53","56","61"
"15","75","40","50","57"
"15","76","40","41","44"
"15","77","40","46","49"
"15","78","54","57","62"
"15","79","31","41","50"
"15","80","49","56","60"
"15","81","50","53","59"
"15","82","41","44","50"
"15","83","49","52","59"
"15","84","38","42","48"
