"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","33","41","47"
"0","10","29","30","33"
"0","102","33","40","43"
"0","104","22","24","32"
"0","105","14","24","25"
"0","11","37","40","46"
"0","12","42","45","48"
"0","14","28","36","45"
"0","17","31","40","45"
"0","20","31","36","40"
"0","21","29","37","39"
"0","23","41","48","50"
"0","24","17","21","29"
"0","26","44","45","49"
"0","27","36","39","45"
"0","28","20","29","33"
"0","29","37","45","46"
"0","30","22","25","31"
"0","31","24","32","39"
"0","32","36","43","50"
"0","33","20","26","27"
"0","34","31","34","39"
"0","35","44","46","49"
"0","37","42","49","54"
"0","38","35","40","44"
"0","39","39","44","53"
"0","4","14","21","29"
"0","42","38","42","43"
"0","43","28","30","37"
"0","44","22","32","41"
"0","46","37","41","51"
"0","47","19","23","29"
"0","49","40","46","51"
"0","5","42","46","47"
"0","52","38","41","42"
"0","53","36","45","55"
"0","56","35","42","43"
"0","57","36","43","44"
"0","59","28","31","37"
"0","6","22","24","26"
"0","60","42","46","52"
"0","61","43","48","51"
"0","62","28","33","35"
"0","65","38","44","48"
"0","67","28","33","38"
"0","69","29","37","41"
"0","70","28","32","42"
"0","71","47","49","50"
"0","72","15","23","28"
"0","73","34","44","47"
"0","74","35","44","46"
"0","76","25","33","42"
"0","77","41","47","56"
"0","78","20","29","34"
"0","79","34","44","52"
"0","8","36","40","45"
"0","81","41","43","48"
"0","84","37","44","46"
"0","86","30","37","43"
"0","88","16","24","26"
"0","9","17","26","36"
"0","90","20","25","27"
"0","93","44","48","50"
"0","95","31","32","35"
"0","96","21","30","38"
"0","97","20","26","27"
"0","98","24","29","34"
"0","99","31","40","44"
"1","1","16","20","25"
"1","10","32","39","40"
"1","100","33","36","41"
"1","101","38","44","50"
"1","102","10","20","22"
"1","103","41","42","50"
"1","11","35","44","47"
"1","13","32","38","40"
"1","14","12","21","28"
"1","15","17","27","30"
"1","16","27","31","35"
"1","17","10","20","21"
"1","18","36","43","44"
"1","19","48","49","52"
"1","2","33","36","45"
"1","20","33","35","42"
"1","21","28","38","43"
"1","23","11","20","29"
"1","25","12","20","24"
"1","26","38","42","51"
"1","27","27","33","40"
"1","3","36","38","42"
"1","30","31","38","47"
"1","32","21","31","36"
"1","33","15","21","29"
"1","34","30","31","39"
"1","35","29","34","37"
"1","36","36","38","47"
"1","38","40","42","45"
"1","4","44","45","52"
"1","40","21","26","35"
"1","41","30","36","37"
"1","43","40","50","52"
"1","45","34","38","43"
"1","46","36","46","55"
"1","48","40","50","59"
"1","5","38","41","45"
"1","50","21","25","26"
"1","52","33","39","48"
"1","53","46","49","53"
"1","54","35","38","43"
"1","55","14","22","29"
"1","57","26","36","44"
"1","58","45","46","53"
"1","59","12","22","29"
"1","61","22","23","29"
"1","63","33","34","41"
"1","64","37","42","48"
"1","65","39","49","54"
"1","66","15","25","34"
"1","69","15","21","25"
"1","70","16","23","27"
"1","72","23","32","40"
"1","73","44","47","53"
"1","75","31","39","43"
"1","76","29","32","37"
"1","79","18","22","27"
"1","81","35","39","43"
"1","83","23","26","29"
"1","87","38","41","43"
"1","89","20","22","27"
"1","9","25","28","37"
"1","90","48","50","54"
"1","92","32","40","46"
"1","94","43","47","56"
"1","95","40","48","51"
"1","96","19","22","30"
"1","97","40","45","50"
"1","99","24","33","35"
"2","1","25","31","38"
"2","100","16","20","29"
"2","101","25","26","33"
"2","102","32","36","40"
"2","103","36","39","41"
"2","105","41","45","55"
"2","11","39","43","44"
"2","13","30","37","44"
"2","14","43","48","54"
"2","15","36","41","50"
"2","18","26","29","32"
"2","2","13","23","33"
"2","20","35","41","45"
"2","21","42","48","49"
"2","22","32","38","42"
"2","24","39","41","46"
"2","25","41","43","47"
"2","26","33","35","40"
"2","27","29","35","36"
"2","29","23","28","33"
"2","30","21","28","34"
"2","31","18","27","28"
"2","35","32","35","41"
"2","36","16","23","28"
"2","37","33","41","42"
"2","39","23","30","32"
"2","4","36","41","47"
"2","40","31","38","43"
"2","42","32","39","48"
"2","43","29","30","32"
"2","44","39","41","50"
"2","45","29","30","35"
"2","5","23","28","32"
"2","50","25","34","41"
"2","51","38","46","49"
"2","52","36","42","48"
"2","53","26","34","35"
"2","56","33","41","45"
"2","58","22","30","38"
"2","59","41","48","56"
"2","6","41","46","51"
"2","60","41","48","52"
"2","61","23","24","26"
"2","62","19","23","29"
"2","63","18","25","31"
"2","64","45","47","48"
"2","65","34","37","43"
"2","68","33","39","46"
"2","7","18","28","30"
"2","71","40","49","59"
"2","72","27","32","42"
"2","74","35","44","51"
"2","75","21","23","28"
"2","76","25","35","39"
"2","77","17","24","34"
"2","80","36","41","46"
"2","81","23","24","27"
"2","84","45","50","56"
"2","85","23","26","31"
"2","87","36","38","41"
"2","89","21","24","32"
"2","9","40","48","58"
"2","90","33","38","44"
"2","91","44","47","57"
"2","92","23","27","34"
"2","94","34","40","41"
"2","95","36","37","39"
"2","96","37","42","50"
"2","97","40","43","51"
"2","99","43","47","56"
"3","1","27","31","33"
"3","100","20","24","29"
"3","101","44","49","59"
"3","103","34","38","41"
"3","104","38","47","48"
"3","105","42","45","47"
"3","11","22","32","36"
