"CCID","ChargeID","MinTime","Standard_Time","MaxTime"
"11","1","55","57","67"
"11","10","39","42","50"
"11","11","42","46","53"
"11","12","44","50","51"
"11","13","46","50","52"
"11","14","37","44","51"
"11","15","59","60","67"
"11","16","51","57","59"
"11","17","51","59","65"
"11","18","36","40","46"
"11","2","36","46","55"
"11","3","51","56","64"
"11","4","37","44","46"
"11","5","37","40","44"
"11","6","45","46","50"
"11","7","36","44","54"
"11","8","32","40","41"
"11","9","53","59","69"
"12","19","35","40","49"
"12","20","38","43","46"
"12","21","46","51","59"
"12","22","42","51","54"
"12","23","47","49","52"
"12","24","49","52","54"
"12","25","48","58","59"
"12","26","46","48","52"
"12","27","43","52","54"
"12","28","34","44","52"
"12","29","37","45","49"
"12","30","47","54","58"
"12","31","46","55","65"
"12","32","35","40","47"
"12","33","41","46","48"
"12","34","36","40","44"
"12","35","52","55","63"
"12","36","45","52","58"
"13","37","52","54","63"
"13","38","37","40","43"
"13","39","53","57","65"
"13","40","58","59","65"
"13","41","41","49","51"
"13","42","58","59","63"
"13","43","54","56","57"
"13","44","51","52","56"
"13","45","43","52","57"
"13","46","35","43","45"
"13","47","51","55","59"
"13","48","34","42","52"
"13","49","31","41","50"
"13","50","36","43","44"
"13","51","38","44","49"
"13","52","48","55","58"
"13","53","43","46","49"
"13","54","38","48","49"
