"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","49","50","53"
"0","10","20","24","32"
"0","11","28","38","46"
"0","13","37","42","51"
"0","14","39","40","44"
"0","17","20","22","29"
"0","18","44","45","49"
"0","19","29","33","38"
"0","2","34","35","39"
"0","20","24","31","37"
"0","21","30","39","43"
"0","23","17","27","31"
"0","24","40","43","51"
"0","25","19","25","33"
"0","27","26","29","35"
"0","30","49","50","52"
"0","32","42","49","54"
"0","33","39","49","52"
"0","35","39","46","53"
"0","36","36","42","44"
"0","37","20","26","36"
"0","38","38","39","48"
"0","39","27","34","42"
"0","4","35","38","41"
"0","40","42","50","58"
"0","41","33","41","43"
"0","42","32","38","44"
"0","43","37","44","52"
"0","44","26","28","37"
"0","46","41","50","60"
"0","5","21","25","32"
"0","50","26","28","30"
"0","52","44","50","57"
"0","54","42","50","56"
"0","7","33","34","37"
"0","8","24","26","27"
"0","9","17","21","26"
"1","12","48","49","50"
"1","15","21","29","31"
"1","16","22","26","34"
"1","17","35","44","46"
"1","18","14","24","26"
"1","2","20","28","38"
"1","20","43","44","46"
"1","22","20","29","30"
"1","24","47","50","56"
"1","25","35","40","44"
"1","26","42","44","49"
"1","27","28","34","40"
"1","28","35","41","44"
"1","29","24","26","36"
"1","3","32","42","47"
"1","30","23","24","31"
"1","31","29","33","41"
"1","34","25","32","38"
"1","36","26","32","40"
"1","37","35","39","47"
"1","4","32","34","40"
"1","42","38","39","43"
"1","43","16","24","31"
"1","44","34","44","49"
"1","45","18","25","33"
"1","46","31","33","40"
"1","47","28","34","41"
"1","48","35","37","44"
"1","49","10","20","22"
"1","5","43","44","54"
"1","50","43","46","53"
"1","51","30","32","36"
"1","52","37","47","53"
"1","53","24","28","33"
"1","6","41","45","53"
"1","7","37","39","46"
"1","8","38","44","45"
"1","9","15","24","26"
"2","1","26","35","36"
"2","10","36","44","49"
"2","11","42","46","53"
"2","12","33","43","53"
"2","13","25","34","39"
"2","14","27","34","40"
"2","15","33","38","46"
"2","16","27","36","43"
"2","17","30","38","46"
"2","18","20","24","25"
"2","19","13","21","28"
"2","2","23","33","39"
"2","20","41","43","50"
"2","21","18","25","27"
"2","22","20","28","32"
"2","23","27","34","42"
"2","24","18","22","28"
"2","25","37","41","48"
"2","26","32","35","37"
"2","27","24","29","38"
"2","28","35","42","43"
"2","29","27","32","40"
"2","3","26","32","42"
"2","31","31","39","47"
"2","32","37","43","53"
"2","33","20","30","31"
"2","34","24","25","26"
"2","35","40","46","48"
"2","36","25","33","38"
"2","38","15","24","26"
"2","39","10","20","24"
"2","4","10","20","28"
"2","40","37","46","55"
"2","41","32","38","39"
"2","42","17","25","26"
"2","43","25","28","33"
"2","44","42","45","52"
"2","45","32","36","44"
"2","46","39","49","58"
"2","47","20","28","32"
"2","48","23","27","31"
"2","49","14","20","25"
"2","5","19","22","23"
"2","51","26","33","35"
"2","52","23","26","36"
"2","53","45","49","59"
"2","54","31","41","45"
"2","6","14","20","26"
"2","7","25","34","36"
"2","8","38","39","43"
