"ChargeID","CastID","CC","ChargeRoute"
"1","1","11","0-2-3"
"2","1","11","0-1-2-3"
"3","1","11","1-2-3"
"4","1","11","0-1-2-3"
"5","1","11","0-1-2-3"
"6","1","11","1-2-3"
"7","2","11","0-1-2-3"
"8","2","11","0-1-2-3"
"9","2","11","0-1-3"
"10","2","11","0-2-3"
"11","2","11","0-2-3"
"12","2","11","1-2-3"
"13","3","11","0-2-3"
"14","3","11","0-2-3"
"15","3","11","1-2-3"
"16","3","11","1-2-3"
"17","3","11","0-1-2-3"
"18","3","11","0-1-2-3"
"19","4","12","0-2-3"
"20","4","12","0-1-2-3"
"21","4","12","0-2-3"
"22","4","12","1-2-3"
"23","4","12","0-2-3"
"24","4","12","0-1-2-3"
"25","5","12","0-1-2-3"
"26","5","12","1-2-3"
"27","5","12","0-1-2-3"
"28","5","12","1-2-3"
"29","5","12","1-2-3"
"30","5","12","0-1-3"
"31","6","12","1-2-3"
"32","6","12","0-2-3"
"33","6","12","0-2-3"
"34","6","12","1-2-3"
"35","6","12","0-2-3"
"36","6","12","0-1-2-3"
"37","7","13","0-1-3"
"38","7","13","0-2-3"
"39","7","13","0-2-3"
"40","7","13","0-2-3"
"41","7","13","0-2-3"
"42","7","13","0-1-2-3"
"43","8","13","0-1-2-3"
"44","8","13","0-1-2-3"
"45","8","13","1-2-3"
"46","8","13","0-1-2-3"
"47","8","13","1-2-3"
"48","8","13","1-2-3"
"49","9","13","1-2-3"
"50","9","13","0-1-3"
"51","9","13","1-2-3"
"52","9","13","0-1-2-3"
"53","9","13","1-2-3"
