"StageID","ChargeID","MinTime","Standard_Time","MaxTime"
"0","1","40","49","58"
"0","10","44","45","46"
"0","11","18","26","31"
"0","12","40","45","52"
"0","13","30","34","36"
"0","14","30","37","47"
"0","15","40","41","47"
"0","16","15","21","25"
"0","17","43","50","59"
"0","18","37","42","43"
"0","19","26","28","36"
"0","2","38","47","53"
"0","20","37","40","47"
"0","21","17","27","34"
"0","22","18","23","25"
"0","23","13","22","26"
"0","24","28","37","44"
"0","25","15","25","28"
"0","26","21","26","34"
"0","27","41","47","52"
"0","28","29","33","35"
"0","29","28","31","32"
"0","3","22","30","40"
"0","30","25","26","34"
"0","31","13","20","28"
"0","32","14","21","27"
"0","33","21","29","32"
"0","34","32","36","45"
"0","35","14","23","27"
"0","36","27","28","33"
"0","37","16","20","30"
"0","38","33","37","47"
"0","39","34","36","38"
"0","4","26","32","34"
"0","40","17","24","26"
"0","41","23","28","30"
"0","42","38","42","44"
"0","43","48","49","59"
"0","44","46","50","55"
"0","45","38","40","44"
"0","46","19","27","32"
"0","47","43","49","56"
"0","48","15","24","27"
"0","49","35","42","43"
"0","5","33","35","43"
"0","50","27","31","32"
"0","51","24","32","39"
"0","52","45","50","55"
"0","53","20","25","27"
"0","54","25","30","32"
"0","55","47","49","58"
"0","56","43","47","51"
"0","57","37","41","49"
"0","58","21","23","26"
"0","59","25","26","36"
"0","6","18","26","30"
"0","60","43","47","51"
"0","61","35","38","39"
"0","62","16","22","28"
"0","63","13","23","32"
"0","7","28","36","45"
"0","8","35","39","47"
"0","9","21","29","38"
"1","1","33","40","49"
"1","10","14","22","27"
"1","11","38","41","47"
"1","12","25","35","45"
"1","13","17","26","31"
"1","14","20","27","34"
"1","15","18","24","32"
"1","16","36","46","56"
"1","17","17","20","25"
"1","18","33","40","43"
"1","19","39","45","51"
"1","2","40","50","58"
"1","20","41","44","46"
"1","21","18","27","34"
"1","22","23","25","35"
"1","23","28","31","41"
"1","24","22","32","33"
"1","25","19","29","38"
"1","26","13","22","26"
"1","27","42","47","51"
"1","28","37","38","39"
"1","29","43","45","55"
"1","3","31","41","43"
"1","30","27","32","40"
"1","31","23","24","34"
"1","32","11","20","28"
"1","33","15","21","26"
"1","34","49","50","60"
"1","35","22","31","40"
"1","36","38","44","49"
"1","37","48","49","51"
"1","38","22","28","34"
"1","39","42","45","55"
"1","4","43","44","53"
"1","40","24","28","29"
"1","41","37","40","41"
"1","42","36","41","43"
"1","43","27","36","40"
"1","44","38","48","55"
"1","45","47","48","56"
"1","46","26","30","40"
"1","47","37","42","47"
"1","48","21","24","25"
"1","49","32","39","40"
"1","5","27","32","36"
"1","50","36","38","43"
"1","51","32","33","43"
"1","52","39","46","48"
"1","53","44","45","55"
"1","54","17","20","21"
"1","55","34","40","44"
"1","56","31","38","48"
"1","57","25","26","33"
"1","58","31","38","45"
"1","59","21","25","30"
"1","6","33","36","39"
"1","60","31","41","46"
"1","61","21","29","36"
"1","62","45","46","48"
"1","63","23","33","41"
"1","7","44","50","58"
"1","8","26","31","33"
"1","9","38","40","46"
